dataset,split,variant,metric,mean,std,seeds
hotpotqa,heldout,phase1c_mlp_topk_4,mrr,0.8702209891590224,0.0027023931783383514,3
hotpotqa,heldout,phase1c_mlp_topk_4,recall@10,98.2562490645113,0.03816060105967079,3
hotpotqa,heldout,phase1c_mlp_topk_4,recall@5,85.54857057326748,0.13005648253991192,3
hotpotqa,heldout,quota_dense3_hkvm2,all_recall@10,100.0,0.0,3
hotpotqa,heldout,quota_dense3_hkvm2,all_recall@5,71.29172279598862,0.05600445123145973,3
hotpotqa,heldout,quota_dense3_hkvm2,answer_support_rate,79.41924861547672,0.07632120211933321,3
hotpotqa,heldout,quota_dense3_hkvm2,em,79.41924861547672,0.07632120211933321,3
hotpotqa,heldout,quota_dense3_hkvm2,f1,79.62821606578706,0.07632120211933972,3
hotpotqa,heldout,quota_dense3_hkvm2,mrr,0.929131890245496,2.562995394473153e-05,3
hotpotqa,heldout,quota_dense3_hkvm2,recall@10,100.0,0.0,3
hotpotqa,heldout,quota_dense3_hkvm2,recall@5,85.31656937584194,0.03666351957466432,3
hotpotqa,heldout,rrf_dense_hkvm,all_recall@10,100.0,0.0,3
hotpotqa,heldout,rrf_dense_hkvm,all_recall@5,75.43780871127076,0.09700255498290383,3
hotpotqa,heldout,rrf_dense_hkvm,answer_support_rate,81.73926058973208,0.11200890246292326,3
hotpotqa,heldout,rrf_dense_hkvm,em,81.73926058973208,0.11200890246292326,3
hotpotqa,heldout,rrf_dense_hkvm,f1,81.95132527708665,0.10506844248371852,3
hotpotqa,heldout,rrf_dense_hkvm,mrr,0.9157197739146549,0.0005479414089911218,3
hotpotqa,heldout,rrf_dense_hkvm,recall@10,100.0,0.0,3
hotpotqa,heldout,rrf_dense_hkvm,recall@5,87.37464451429426,0.03816060105966429,3
musique,all,colbertv2,all_recall@10,49.31733553992553,0.0,3
musique,all,colbertv2,all_recall@5,27.678940835746793,0.0,3
musique,all,colbertv2,answer_support_rate,57.75755068266446,0.0,3
musique,all,colbertv2,em,57.75755068266446,0.0,3
musique,all,colbertv2,f1,58.309321991876935,0.0,3
musique,all,colbertv2,mrr,0.8127161442428302,0.0,3
musique,all,colbertv2,recall@10,76.54461453592609,0.0,3
musique,all,colbertv2,recall@5,60.36408771203972,0.0,3
musique,all,controller_dense_hkvm,all_recall@10,64.11529444214591,0.30277890498000665,3
musique,all,controller_dense_hkvm,all_recall@5,43.74569024962074,0.4793310494271892,3
musique,all,controller_dense_hkvm,answer_support_rate,64.72210729554544,0.3450557441234803,3
musique,all,controller_dense_hkvm,em,64.72210729554544,0.3450557441234803,3
musique,all,controller_dense_hkvm,f1,65.07268965687213,0.377665834328344,3
musique,all,controller_dense_hkvm,mrr,0.8383422757233266,0.010894649431499336,3
musique,all,controller_dense_hkvm,recall@10,84.51018250356273,0.14966083511865833,3
musique,all,controller_dense_hkvm,recall@5,72.11534041281662,0.3267759737458896,3
musique,all,controller_dense_only,all_recall@10,52.17211419114605,0.17553333417953154,3
musique,all,controller_dense_only,all_recall@5,27.541028823610535,0.2171840538963395,3
musique,all,controller_dense_only,answer_support_rate,57.75755068266446,0.14724973454739007,3
musique,all,controller_dense_only,em,57.75755068266446,0.14724973454739007,3
musique,all,controller_dense_only,f1,58.24722977227297,0.1616142259802113,3
musique,all,controller_dense_only,mrr,0.8123515530424922,0.0002580334756523665,3
musique,all,controller_dense_only,recall@10,78.18806601388314,0.02660744932375338,3
musique,all,controller_dense_only,recall@5,60.25490736909852,0.11176877825048573,3
musique,all,controller_hkvm_only,all_recall@10,58.64018756033651,0.5461037063363207,3
musique,all,controller_hkvm_only,all_recall@5,35.553716728727075,0.039007407595452195,3
musique,all,controller_hkvm_only,answer_support_rate,56.21293614673838,0.25354814937043346,3
musique,all,controller_hkvm_only,em,56.21293614673838,0.25354814937043346,3
musique,all,controller_hkvm_only,f1,56.760098716813985,0.2499715647952821,3
musique,all,controller_hkvm_only,mrr,0.805177118427015,0.0012135443539432684,3
musique,all,controller_hkvm_only,recall@10,81.76228566174781,0.19180708026807183,3
musique,all,controller_hkvm_only,recall@5,65.80931365788626,0.09614081909789071,3
musique,all,phase1c_mlp_topk_4,all_recall@10,53.30299269066336,0.29125240769470173,3
musique,all,phase1c_mlp_topk_4,all_recall@5,35.59509033236795,0.019503703797726098,3
musique,all,phase1c_mlp_topk_4,answer_support_rate,56.21293614673838,0.25354814937043346,3
musique,all,phase1c_mlp_topk_4,em,56.21293614673838,0.25354814937043346,3
musique,all,phase1c_mlp_topk_4,f1,56.75365088248034,0.24927685895406687,3
musique,all,phase1c_mlp_topk_4,mrr,0.803366585451815,0.0012048726673109422,3
musique,all,phase1c_mlp_topk_4,recall@10,77.71112030524526,0.1508738223185194,3
musique,all,phase1c_mlp_topk_4,recall@5,65.82080632556429,0.08092339788665194,3
musique,all,quota_dense3_hkvm2,all_recall@10,51.96524617294166,0.05851111139317829,3
musique,all,quota_dense3_hkvm2,all_recall@5,30.699213901530822,0.05851111139317662,3
musique,all,quota_dense3_hkvm2,answer_support_rate,58.64018756033651,0.07032160410416319,3
musique,all,quota_dense3_hkvm2,em,58.64018756033651,0.07032160410416319,3
musique,all,quota_dense3_hkvm2,f1,59.12053352413239,0.07559561194243157,3
musique,all,quota_dense3_hkvm2,mrr,0.8155737686974758,6.440224995660717e-05,3
musique,all,quota_dense3_hkvm2,recall@10,78.50526364179653,0.057989591373799325,3
musique,all,quota_dense3_hkvm2,recall@5,64.39226773318623,0.03716949760675868,3
musique,all,rrf_dense_hkvm,all_recall@10,62.94304233898772,0.1596446959424943,3
musique,all,rrf_dense_hkvm,all_recall@5,33.08509171148807,0.2833076621731363,3
musique,all,rrf_dense_hkvm,answer_support_rate,57.90925389601434,0.1186363986628434,3
musique,all,rrf_dense_hkvm,em,57.90925389601434,0.1186363986628434,3
musique,all,rrf_dense_hkvm,f1,58.419729640359826,0.09754260628238479,3
musique,all,rrf_dense_hkvm,mrr,0.8279111474498317,0.0009457963892892295,3
musique,all,rrf_dense_hkvm,recall@10,83.99186319128397,0.08561844587959778,3
musique,all,rrf_dense_hkvm,recall@5,63.547556658851654,0.06053047433578733,3
musique,analysis_train_slice,colbertv2,all_recall@10,49.31178934769599,0.0,3
musique,analysis_train_slice,colbertv2,all_recall@5,27.049670855774984,0.0,3
musique,analysis_train_slice,colbertv2,answer_support_rate,58.408138839018555,0.0,3
musique,analysis_train_slice,colbertv2,em,58.408138839018555,0.0,3
musique,analysis_train_slice,colbertv2,f1,58.910379730688106,0.0,3
musique,analysis_train_slice,colbertv2,mrr,0.8144901826679205,0.0,3
musique,analysis_train_slice,colbertv2,recall@10,76.80530620386993,0.0,3
musique,analysis_train_slice,colbertv2,recall@5,60.23339317773788,0.0,3
musique,analysis_train_slice,controller_dense_hkvm,all_recall@10,63.85397965290245,0.4478345166695286,3
musique,analysis_train_slice,controller_dense_hkvm,all_recall@5,43.207660083782166,0.5148010333358845,3
musique,analysis_train_slice,controller_dense_hkvm,answer_support_rate,65.13066028326351,0.3326018751353095,3
musique,analysis_train_slice,controller_dense_hkvm,em,65.13066028326351,0.3326018751353095,3
musique,analysis_train_slice,controller_dense_hkvm,f1,65.45590634008889,0.3681631241900667,3
musique,analysis_train_slice,controller_dense_hkvm,mrr,0.8400000474955591,0.010429586338102967,3
musique,analysis_train_slice,controller_dense_hkvm,recall@10,84.57011769399561,0.2625031045036484,3
musique,analysis_train_slice,controller_dense_hkvm,recall@5,72.223884566793,0.3271821837550779,3
musique,analysis_train_slice,controller_dense_only,all_recall@10,51.76540993417115,0.39090201360992416,3
musique,analysis_train_slice,controller_dense_only,all_recall@5,26.910033911829245,0.23091635553142278,3
musique,analysis_train_slice,controller_dense_only,answer_support_rate,58.46798324356673,0.12927868937577916,3
musique,analysis_train_slice,controller_dense_only,em,58.46798324356673,0.12927868937577916,3
musique,analysis_train_slice,controller_dense_only,f1,58.9244037860576,0.1379238267903583,3
musique,analysis_train_slice,controller_dense_only,mrr,0.8140997691715824,0.0003847715375666759,3
musique,analysis_train_slice,controller_dense_only,recall@10,77.93902520114369,0.058205802912467526,3
musique,analysis_train_slice,controller_dense_only,recall@5,60.19183456346832,0.082382549992445,3
musique,analysis_train_slice,controller_hkvm_only,all_recall@10,58.64751645721125,0.5944410303511427,3
musique,analysis_train_slice,controller_hkvm_only,all_recall@5,35.16856173947736,0.07463908611158873,3
musique,analysis_train_slice,controller_hkvm_only,answer_support_rate,56.692599241970875,0.4379512946359483,3
musique,analysis_train_slice,controller_hkvm_only,em,56.692599241970875,0.4379512946359483,3
musique,analysis_train_slice,controller_hkvm_only,f1,57.18465228804137,0.44606494909409555,3
musique,analysis_train_slice,controller_hkvm_only,mrr,0.8057337430616904,0.0008501962538550924,3
musique,analysis_train_slice,controller_hkvm_only,recall@10,81.99847064299487,0.21639870145795598,3
musique,analysis_train_slice,controller_hkvm_only,recall@5,65.81720859099674,0.11418262358584047,3
musique,analysis_train_slice,phase1c_mlp_topk_4,all_recall@10,52.80271294633952,0.23091635553142165,3
musique,analysis_train_slice,phase1c_mlp_topk_4,all_recall@5,35.228406144025534,0.12296856179870187,3
musique,analysis_train_slice,phase1c_mlp_topk_4,answer_support_rate,56.67265110712148,0.42597559353805126,3
musique,analysis_train_slice,phase1c_mlp_topk_4,em,56.67265110712148,0.42597559353805126,3
musique,analysis_train_slice,phase1c_mlp_topk_4,f1,57.161077219583,0.43070728882416215,3
musique,analysis_train_slice,phase1c_mlp_topk_4,mrr,0.8039635835716027,0.0007890865642958853,3
musique,analysis_train_slice,phase1c_mlp_topk_4,recall@10,77.546711882439,0.09783854624351723,3
musique,analysis_train_slice,phase1c_mlp_topk_4,recall@5,65.83216969213379,0.10415885496256932,3
musique,analysis_train_slice,quota_dense3_hkvm2,all_recall@10,51.70556552962298,0.0488627517012387,3
musique,analysis_train_slice,quota_dense3_hkvm2,all_recall@5,29.822461599840416,0.07463908611158779,3
musique,analysis_train_slice,quota_dense3_hkvm2,answer_support_rate,59.18611609814482,0.0488627517012387,3
musique,analysis_train_slice,quota_dense3_hkvm2,em,59.18611609814482,0.0488627517012387,3
musique,analysis_train_slice,quota_dense3_hkvm2,f1,59.587412867483756,0.060816120008130296,3
musique,analysis_train_slice,quota_dense3_hkvm2,mrr,0.8169661261672033,6.727960126634745e-05,3
musique,analysis_train_slice,quota_dense3_hkvm2,recall@10,78.62391116430614,0.061259145464088394,3
musique,analysis_train_slice,quota_dense3_hkvm2,recall@5,64.08504554824124,0.07566863938254285,3
musique,analysis_train_slice,rrf_dense_hkvm,all_recall@10,62.83662477558348,0.17617715671908787,3
musique,analysis_train_slice,rrf_dense_hkvm,all_recall@5,32.75483742270098,0.2691150521291062,3
musique,analysis_train_slice,rrf_dense_hkvm,answer_support_rate,58.82704967085578,0.08463276854417139,3
musique,analysis_train_slice,rrf_dense_hkvm,em,58.82704967085578,0.08463276854417139,3
musique,analysis_train_slice,rrf_dense_hkvm,f1,59.31691177667429,0.05990799575236424,3
musique,analysis_train_slice,rrf_dense_hkvm,mrr,0.8318976217390341,0.001049407229303416,3
musique,analysis_train_slice,rrf_dense_hkvm,recall@10,84.03484274220361,0.07389490913921173,3
musique,analysis_train_slice,rrf_dense_hkvm,recall@5,63.5913292107188,0.0470182047467589,3
musique,heldout,colbertv2,all_recall@10,49.32975871313673,0.0,3
musique,heldout,colbertv2,all_recall@5,29.08847184986595,0.0,3
musique,heldout,colbertv2,answer_support_rate,56.30026809651474,0.0,3
musique,heldout,colbertv2,em,56.30026809651474,0.0,3
musique,heldout,colbertv2,f1,56.9629848852369,0.0,3
musique,heldout,colbertv2,mrr,0.8087423932933316,0.0,3
musique,heldout,colbertv2,recall@10,75.96067917783735,0.0,3
musique,heldout,colbertv2,recall@5,60.656836461126005,0.0,3
musique,heldout,controller_dense_hkvm,all_recall@10,64.70062555853441,0.2754429849405273,3
musique,heldout,controller_dense_hkvm,all_recall@5,44.9508489722967,0.4143707996200063,3
musique,heldout,controller_dense_hkvm,answer_support_rate,63.806970509383376,0.379145727177775,3
musique,heldout,controller_dense_hkvm,em,63.806970509383376,0.379145727177775,3
musique,heldout,controller_dense_hkvm,f1,64.21430483427802,0.41100474658237335,3
musique,heldout,controller_dense_hkvm,mrr,0.8346289558420926,0.01249273845174886,3
musique,heldout,controller_dense_hkvm,recall@10,84.3759308906762,0.12383295463446203,3
musique,heldout,controller_dense_hkvm,recall@5,71.87220732797141,0.3475502499129604,3
musique,heldout,controller_dense_only,all_recall@10,53.083109919571044,0.47708124450542244,3
musique,heldout,controller_dense_only,all_recall@5,28.9544235924933,0.1895728635888858,3
musique,heldout,controller_dense_only,answer_support_rate,56.16621983914209,0.18957286358888414,3
musique,heldout,controller_dense_only,em,56.16621983914209,0.18957286358888414,3
musique,heldout,controller_dense_only,f1,56.73039629099399,0.22685328206258593,3
musique,heldout,controller_dense_only,mrr,0.8084356426514604,0.000196690490108452,3
musique,heldout,controller_dense_only,recall@10,78.74590408102473,0.06966147949757591,3
musique,heldout,controller_dense_only,recall@5,60.39618707179029,0.18111984669370723,3
musique,heldout,controller_hkvm_only,all_recall@10,58.62377122430742,0.4556764534041828,3
musique,heldout,controller_hkvm_only,all_recall@5,36.41644325290438,0.22783822670208814,3
musique,heldout,controller_hkvm_only,answer_support_rate,55.13851653261841,0.4143707996200063,3
musique,heldout,controller_hkvm_only,em,55.13851653261841,0.4143707996200063,3
musique,heldout,controller_hkvm_only,f1,55.80912148153119,0.4183060442004911,3
musique,heldout,controller_hkvm_only,mrr,0.803930309091167,0.0024747881312514744,3
musique,heldout,controller_hkvm_only,recall@10,81.23324396782841,0.1641749157361386,3
musique,heldout,controller_hkvm_only,recall@5,65.79162943103961,0.19269212143186878,3
musique,heldout,phase1c_mlp_topk_4,all_recall@10,54.42359249329759,0.4377997752963667,3
musique,heldout,phase1c_mlp_topk_4,all_recall@5,36.41644325290438,0.22783822670208814,3
musique,heldout,phase1c_mlp_topk_4,answer_support_rate,55.18319928507596,0.3518323446832816,3
musique,heldout,phase1c_mlp_topk_4,em,55.18319928507596,0.3518323446832816,3
musique,heldout,phase1c_mlp_topk_4,f1,55.84103773328659,0.37377735021349323,3
musique,heldout,phase1c_mlp_topk_4,mrr,0.8020293416741138,0.0022462008502016745,3
musique,heldout,phase1c_mlp_topk_4,recall@10,78.07938635686625,0.2696949502864439,3
musique,heldout,phase1c_mlp_topk_4,recall@5,65.79535299374442,0.18847260552344003,3
musique,heldout,quota_dense3_hkvm2,all_recall@10,52.54691689008043,0.1094499438240895,3
musique,heldout,quota_dense3_hkvm2,all_recall@5,32.66309204647006,0.12638190905925833,3
musique,heldout,quota_dense3_hkvm2,answer_support_rate,57.41733690795353,0.12638190905925833,3
musique,heldout,quota_dense3_hkvm2,em,57.41733690795353,0.12638190905925833,3
musique,heldout,quota_dense3_hkvm2,f1,58.074748828770275,0.12104691222480662,3
musique,heldout,quota_dense3_hkvm2,mrr,0.8124549626225229,0.00011320844859291479,3
musique,heldout,quota_dense3_hkvm2,recall@10,78.23949955317248,0.0820874578680693,3
musique,heldout,quota_dense3_hkvm2,recall@5,65.0804289544236,0.07792839416315278,3
musique,heldout,rrf_dense_hkvm,all_recall@10,63.18141197497766,0.2527638181185133,3
musique,heldout,rrf_dense_hkvm,all_recall@5,33.8248436103664,0.3159547726481458,3
musique,heldout,rrf_dense_hkvm,answer_support_rate,55.85344057193923,0.2278382267020914,3
musique,heldout,rrf_dense_hkvm,em,55.85344057193923,0.2278382267020914,3
musique,heldout,rrf_dense_hkvm,f1,56.4100897612962,0.22687198546903162,3
musique,heldout,rrf_dense_hkvm,mrr,0.8189816587939912,0.0020476595081674095,3
musique,heldout,rrf_dense_hkvm,recall@10,83.89559130175752,0.12383295463446815,3
musique,heldout,rrf_dense_hkvm,recall@5,63.449508489722966,0.11857077247609846,3
