dataset,seed,split,reference_variant,candidate_variant,metric,n_examples,reference_mean,candidate_mean,mean_diff,wins,losses,ties,win_rate,loss_rate
musique,13,analysis_train_slice,controller_dense_only,controller_dense_hkvm,em,1671,58.2884500299222,65.58946738479952,7.301017354877319,204,82,1385,0.12208258527827648,0.049072411729503294
musique,29,analysis_train_slice,controller_dense_only,controller_dense_hkvm,em,1671,58.58767205266307,64.81149012567325,6.2238180730101735,187,83,1401,0.11190903650508677,0.04967085577498504
musique,43,analysis_train_slice,controller_dense_only,controller_dense_hkvm,em,1671,58.5278276481149,64.99102333931778,6.4631956912028725,223,115,1333,0.13345302214242968,0.06882106523040096
musique,13,analysis_train_slice,controller_dense_only,controller_dense_hkvm,all_recall@10,1671,51.28665469778576,63.37522441651706,12.088569718731298,271,69,1331,0.16217833632555356,0.04129263913824058
musique,29,analysis_train_slice,controller_dense_only,controller_dense_hkvm,all_recall@10,1671,51.76540993417115,64.4524236983842,12.687013764213047,290,78,1303,0.17354877318970677,0.0466786355475763
musique,43,analysis_train_slice,controller_dense_only,controller_dense_hkvm,all_recall@10,1671,52.244165170556556,63.73429084380611,11.490125673249551,248,56,1367,0.14841412327947337,0.033512866546977854
musique,13,analysis_train_slice,controller_dense_only,controller_dense_hkvm,all_recall@5,1671,26.690604428485937,43.26750448833034,16.576900059844405,329,52,1290,0.1968880909634949,0.031119090365050867
musique,29,analysis_train_slice,controller_dense_only,controller_dense_hkvm,all_recall@5,1671,26.810293237582286,42.549371633752244,15.739078396169958,317,54,1300,0.18970676241771395,0.03231597845601436
musique,43,analysis_train_slice,controller_dense_only,controller_dense_hkvm,all_recall@5,1671,27.22920406941951,43.806104129263915,16.576900059844405,350,73,1248,0.2094554159186116,0.043686415320167565
musique,13,analysis_train_slice,controller_dense_only,controller_dense_hkvm,answer_support_rate,1671,58.2884500299222,65.58946738479952,7.301017354877319,204,82,1385,0.12208258527827648,0.049072411729503294
musique,29,analysis_train_slice,controller_dense_only,controller_dense_hkvm,answer_support_rate,1671,58.58767205266307,64.81149012567325,6.2238180730101735,187,83,1401,0.11190903650508677,0.04967085577498504
musique,43,analysis_train_slice,controller_dense_only,controller_dense_hkvm,answer_support_rate,1671,58.5278276481149,64.99102333931778,6.4631956912028725,223,115,1333,0.13345302214242968,0.06882106523040096
musique,13,analysis_train_slice,controller_dense_only,controller_dense_hkvm,recall@5,1671,60.138639537203275,72.26710552563335,12.128465988430081,598,107,966,0.35786953919808495,0.06403351286654697
musique,29,analysis_train_slice,controller_dense_only,controller_dense_hkvm,recall@5,1671,60.128665469778575,71.803311390385,11.674645920606423,569,118,984,0.3405146618791143,0.0706163973668462
musique,43,analysis_train_slice,controller_dense_only,controller_dense_hkvm,recall@5,1671,60.3081986834231,72.60123678436067,12.293038100937562,615,151,905,0.36804308797127466,0.09036505086774387
musique,13,analysis_train_slice,controller_dense_only,controller_dense_hkvm,recall@10,1671,77.92240175543587,84.42050668262517,6.498104927189307,369,100,1202,0.22082585278276481,0.059844404548174746
musique,29,analysis_train_slice,controller_dense_only,controller_dense_hkvm,recall@10,1671,77.87751845202473,84.93915818870936,7.0616397366846195,390,103,1178,0.2333931777378815,0.061639736684619986
musique,43,analysis_train_slice,controller_dense_only,controller_dense_hkvm,recall@10,1671,78.01715539597048,84.35068821065231,6.333532814681827,342,82,1247,0.20466786355475763,0.049072411729503294
musique,13,analysis_train_slice,controller_dense_only,controller_dense_hkvm,mrr,1671,0.8144721343554377,0.8541784218175601,0.03970628746212229,301,200,1170,0.180131657690006,0.11968880909634949
musique,29,analysis_train_slice,controller_dense_only,controller_dense_hkvm,mrr,1671,0.8135699562090944,0.8364314686576805,0.022861512448586058,261,171,1239,0.1561938958707361,0.10233393177737882
musique,43,analysis_train_slice,controller_dense_only,controller_dense_hkvm,mrr,1671,0.8142572169502151,0.8293902520114369,0.015133035061221775,340,345,986,0.20347097546379414,0.20646319569120286
musique,13,analysis_train_slice,controller_hkvm_only,controller_dense_hkvm,f1,1671,56.55386232750874,65.95649473732249,9.402632409813739,248,90,1333,0.14841412327947337,0.05385996409335727
musique,29,analysis_train_slice,controller_hkvm_only,controller_dense_hkvm,f1,1671,57.49380807894462,65.08161790194295,7.587809822998333,244,123,1304,0.14602034709754638,0.07360861759425494
musique,43,analysis_train_slice,controller_hkvm_only,controller_dense_hkvm,f1,1671,57.506286457670754,65.32960638100124,7.823319923330484,214,83,1374,0.12806702573309395,0.04967085577498504
musique,13,analysis_train_slice,controller_hkvm_only,controller_dense_hkvm,em,1671,56.07420706163974,65.58946738479952,9.515260323159785,240,81,1350,0.1436265709156194,0.04847396768402154
musique,29,analysis_train_slice,controller_hkvm_only,controller_dense_hkvm,em,1671,56.97187312986236,64.81149012567325,7.839616995810892,239,108,1324,0.14302812687013763,0.06463195691202872
musique,43,analysis_train_slice,controller_hkvm_only,controller_dense_hkvm,em,1671,57.03171753441053,64.99102333931778,7.959305804907241,208,75,1388,0.12447636146020347,0.04488330341113106
musique,13,analysis_train_slice,controller_hkvm_only,controller_dense_hkvm,all_recall@10,1671,58.16876122082585,63.37522441651706,5.206463195691203,186,99,1386,0.11131059245960502,0.059245960502693
musique,29,analysis_train_slice,controller_hkvm_only,controller_dense_hkvm,all_recall@10,1671,59.4853381208857,64.4524236983842,4.967085577498504,140,57,1474,0.08378216636744465,0.03411131059245961
musique,43,analysis_train_slice,controller_hkvm_only,controller_dense_hkvm,all_recall@10,1671,58.2884500299222,63.73429084380611,5.445840813883902,167,76,1428,0.09994015559545183,0.045481747456612806
musique,13,analysis_train_slice,controller_hkvm_only,controller_dense_hkvm,all_recall@5,1671,35.0688210652304,43.26750448833034,8.19868342309994,217,80,1374,0.1298623578695392,0.047875523638539794
musique,29,analysis_train_slice,controller_hkvm_only,controller_dense_hkvm,all_recall@5,1671,35.18850987432675,42.549371633752244,7.360861759425494,220,97,1354,0.13165769000598443,0.058049072411729505
musique,43,analysis_train_slice,controller_hkvm_only,controller_dense_hkvm,all_recall@5,1671,35.24835427887493,43.806104129263915,8.557749850388989,198,55,1418,0.118491921005386,0.03291442250149611
musique,13,analysis_train_slice,controller_hkvm_only,controller_dense_hkvm,answer_support_rate,1671,56.07420706163974,65.58946738479952,9.515260323159785,240,81,1350,0.1436265709156194,0.04847396768402154
musique,29,analysis_train_slice,controller_hkvm_only,controller_dense_hkvm,answer_support_rate,1671,56.97187312986236,64.81149012567325,7.839616995810892,239,108,1324,0.14302812687013763,0.06463195691202872
musique,43,analysis_train_slice,controller_hkvm_only,controller_dense_hkvm,answer_support_rate,1671,57.03171753441053,64.99102333931778,7.959305804907241,208,75,1388,0.12447636146020347,0.04488330341113106
musique,13,analysis_train_slice,controller_hkvm_only,controller_dense_hkvm,recall@5,1671,65.74406542988231,72.26710552563335,6.523040095751047,406,157,1108,0.24296828246558946,0.09395571514063435
musique,29,analysis_train_slice,controller_hkvm_only,controller_dense_hkvm,recall@5,1671,65.72910432874527,71.803311390385,6.074207061639736,405,182,1084,0.24236983842010773,0.10891681627767803
musique,43,analysis_train_slice,controller_hkvm_only,controller_dense_hkvm,recall@5,1671,65.97845601436266,72.60123678436067,6.6227807699980055,372,115,1184,0.22262118491921004,0.06882106523040096
musique,13,analysis_train_slice,controller_hkvm_only,controller_dense_hkvm,recall@10,1671,81.80730101735487,84.42050668262517,2.6132056652702973,237,137,1297,0.14183123877917414,0.0819868342309994
musique,29,analysis_train_slice,controller_hkvm_only,controller_dense_hkvm,recall@10,1671,82.30101735487732,84.93915818870936,2.6381408338320367,184,72,1415,0.11011370436864153,0.04308797127468582
musique,43,analysis_train_slice,controller_hkvm_only,controller_dense_hkvm,recall@10,1671,81.88709355675245,84.35068821065231,2.46359465389986,210,110,1351,0.12567324955116696,0.06582884500299221
musique,13,analysis_train_slice,controller_hkvm_only,controller_dense_hkvm,mrr,1671,0.8046396036970543,0.8541784218175601,0.049538818120505736,332,178,1161,0.19868342309994017,0.10652304009575105
musique,29,analysis_train_slice,controller_hkvm_only,controller_dense_hkvm,mrr,1671,0.8058490781111965,0.8364314686576805,0.030582390546483904,341,275,1055,0.20406941950927587,0.16457211250748055
musique,43,analysis_train_slice,controller_hkvm_only,controller_dense_hkvm,mrr,1671,0.8067125473768203,0.8293902520114369,0.022677704634616665,207,81,1383,0.12387791741472172,0.04847396768402154
musique,13,heldout,colbertv2,controller_dense_hkvm,f1,746,56.9629848852369,64.79545662856655,7.832471743329652,104,45,597,0.13941018766756033,0.06032171581769437
musique,29,heldout,colbertv2,controller_dense_hkvm,f1,746,56.9629848852369,63.93291025328559,6.969925368048693,103,49,594,0.1380697050938338,0.06568364611260054
musique,43,heldout,colbertv2,controller_dense_hkvm,f1,746,56.9629848852369,63.914547620981935,6.951562735745041,111,60,575,0.1487935656836461,0.08042895442359249
musique,13,heldout,colbertv2,controller_dense_hkvm,em,746,56.30026809651474,64.343163538874,8.04289544235925,101,41,604,0.1353887399463807,0.054959785522788206
musique,29,heldout,colbertv2,controller_dense_hkvm,em,746,56.30026809651474,63.53887399463807,7.238605898123325,99,45,602,0.13270777479892762,0.06032171581769437
musique,43,heldout,colbertv2,controller_dense_hkvm,em,746,56.30026809651474,63.53887399463807,7.238605898123325,109,55,582,0.14611260053619302,0.07372654155495978
musique,13,heldout,colbertv2,controller_dense_hkvm,all_recall@10,746,49.32975871313673,65.01340482573727,15.683646112600536,137,20,589,0.1836461126005362,0.02680965147453083
musique,29,heldout,colbertv2,controller_dense_hkvm,all_recall@10,746,49.32975871313673,64.74530831099196,15.415549597855227,142,27,577,0.1903485254691689,0.036193029490616625
musique,43,heldout,colbertv2,controller_dense_hkvm,all_recall@10,746,49.32975871313673,64.343163538874,15.013404825737265,144,32,570,0.19302949061662197,0.04289544235924933
musique,13,heldout,colbertv2,controller_dense_hkvm,all_recall@5,746,29.08847184986595,45.17426273458445,16.0857908847185,151,31,564,0.20241286863270777,0.04155495978552279
musique,29,heldout,colbertv2,controller_dense_hkvm,all_recall@5,746,29.08847184986595,44.369973190348524,15.281501340482574,149,35,562,0.19973190348525469,0.04691689008042895
musique,43,heldout,colbertv2,controller_dense_hkvm,all_recall@5,746,29.08847184986595,45.30831099195711,16.219839142091153,159,38,549,0.2131367292225201,0.05093833780160858
musique,13,heldout,colbertv2,controller_dense_hkvm,answer_support_rate,746,56.30026809651474,64.343163538874,8.04289544235925,101,41,604,0.1353887399463807,0.054959785522788206
musique,29,heldout,colbertv2,controller_dense_hkvm,answer_support_rate,746,56.30026809651474,63.53887399463807,7.238605898123325,99,45,602,0.13270777479892762,0.06032171581769437
musique,43,heldout,colbertv2,controller_dense_hkvm,answer_support_rate,746,56.30026809651474,63.53887399463807,7.238605898123325,109,55,582,0.14611260053619302,0.07372654155495978
musique,13,heldout,colbertv2,controller_dense_hkvm,recall@5,746,60.656836461126005,72.11796246648794,11.46112600536193,251,49,446,0.33646112600536193,0.06568364611260054
musique,29,heldout,colbertv2,controller_dense_hkvm,recall@5,746,60.656836461126005,71.38069705093834,10.723860589812332,244,59,443,0.32707774798927614,0.07908847184986595
musique,43,heldout,colbertv2,controller_dense_hkvm,recall@5,746,60.656836461126005,72.11796246648794,11.46112600536193,259,60,427,0.34718498659517427,0.08042895442359249
musique,13,heldout,colbertv2,controller_dense_hkvm,recall@10,746,75.96067917783735,84.51742627345844,8.55674709562109,190,28,528,0.2546916890080429,0.03753351206434316
musique,29,heldout,colbertv2,controller_dense_hkvm,recall@10,746,75.96067917783735,84.21581769436997,8.255138516532618,192,38,516,0.257372654155496,0.05093833780160858
musique,43,heldout,colbertv2,controller_dense_hkvm,recall@10,746,75.96067917783735,84.39454870420018,8.433869526362823,195,42,509,0.2613941018766756,0.05630026809651475
musique,13,heldout,colbertv2,controller_dense_hkvm,mrr,746,0.8087423932933316,0.8522229669347632,0.043480573641431555,128,96,522,0.17158176943699732,0.128686327077748
musique,29,heldout,colbertv2,controller_dense_hkvm,mrr,746,0.8087423932933316,0.8244388059066343,0.015696412613302693,108,94,544,0.1447721179624665,0.1260053619302949
musique,43,heldout,colbertv2,controller_dense_hkvm,mrr,746,0.8087423932933316,0.8272250946848803,0.018482701391548575,143,155,448,0.19168900804289543,0.20777479892761394
musique,13,heldout,phase1c_mlp_topk_4,controller_dense_hkvm,f1,746,56.18055027119055,64.79545662856655,8.614906357375999,108,40,598,0.1447721179624665,0.05361930294906166
musique,29,heldout,phase1c_mlp_topk_4,controller_dense_hkvm,f1,746,55.32040728638268,63.93291025328559,8.612502966902904,113,44,589,0.15147453083109919,0.058981233243967826
musique,43,heldout,phase1c_mlp_topk_4,controller_dense_hkvm,f1,746,56.022155642286535,63.914547620981935,7.892391978695401,94,33,619,0.1260053619302949,0.04423592493297587
musique,13,heldout,phase1c_mlp_topk_4,controller_dense_hkvm,em,746,55.49597855227882,64.343163538874,8.847184986595174,105,39,602,0.14075067024128687,0.05227882037533512
musique,29,heldout,phase1c_mlp_topk_4,controller_dense_hkvm,em,746,54.69168900804289,63.53887399463807,8.847184986595174,107,41,598,0.14343163538873996,0.054959785522788206
musique,43,heldout,phase1c_mlp_topk_4,controller_dense_hkvm,em,746,55.361930294906166,63.53887399463807,8.176943699731904,92,31,623,0.12332439678284182,0.04155495978552279
musique,13,heldout,phase1c_mlp_topk_4,controller_dense_hkvm,all_recall@10,746,53.88739946380697,65.01340482573727,11.126005361930295,123,40,583,0.1648793565683646,0.05361930294906166
musique,29,heldout,phase1c_mlp_topk_4,controller_dense_hkvm,all_recall@10,746,54.9597855227882,64.74530831099196,9.785522788203753,127,54,565,0.17024128686327078,0.07238605898123325
musique,43,heldout,phase1c_mlp_topk_4,controller_dense_hkvm,all_recall@10,746,54.42359249329759,64.343163538874,9.919571045576408,110,36,600,0.14745308310991956,0.04825737265415549
musique,13,heldout,phase1c_mlp_topk_4,controller_dense_hkvm,all_recall@5,746,36.729222520107236,45.17426273458445,8.445040214477212,107,44,595,0.14343163538873996,0.058981233243967826
musique,29,heldout,phase1c_mlp_topk_4,controller_dense_hkvm,all_recall@5,746,36.193029490616624,44.369973190348524,8.176943699731904,105,44,597,0.14075067024128687,0.058981233243967826
musique,43,heldout,phase1c_mlp_topk_4,controller_dense_hkvm,all_recall@5,746,36.32707774798928,45.30831099195711,8.981233243967829,97,30,619,0.13002680965147453,0.040214477211796246
musique,13,heldout,phase1c_mlp_topk_4,controller_dense_hkvm,answer_support_rate,746,55.49597855227882,64.343163538874,8.847184986595174,105,39,602,0.14075067024128687,0.05227882037533512
musique,29,heldout,phase1c_mlp_topk_4,controller_dense_hkvm,answer_support_rate,746,54.69168900804289,63.53887399463807,8.847184986595174,107,41,598,0.14343163538873996,0.054959785522788206
musique,43,heldout,phase1c_mlp_topk_4,controller_dense_hkvm,answer_support_rate,746,55.361930294906166,63.53887399463807,8.176943699731904,92,31,623,0.12332439678284182,0.04155495978552279
musique,13,heldout,phase1c_mlp_topk_4,controller_dense_hkvm,recall@5,746,66.04110813226094,72.11796246648794,6.076854334226988,189,82,475,0.25335120643431636,0.10991957104557641
musique,29,heldout,phase1c_mlp_topk_4,controller_dense_hkvm,recall@5,746,65.58310991957104,71.38069705093834,5.797587131367292,184,91,471,0.24664879356568364,0.12198391420911528
musique,43,heldout,phase1c_mlp_topk_4,controller_dense_hkvm,recall@5,746,65.76184092940125,72.11796246648794,6.356121537086684,172,64,510,0.23056300268096513,0.08579088471849866
musique,13,heldout,phase1c_mlp_topk_4,controller_dense_hkvm,recall@10,746,77.73681858802502,84.51742627345844,6.780607685433423,176,59,511,0.2359249329758713,0.07908847184986595
musique,29,heldout,phase1c_mlp_topk_4,controller_dense_hkvm,recall@10,746,78.3958891867739,84.21581769436997,5.819928507596067,172,78,496,0.23056300268096513,0.10455764075067024
musique,43,heldout,phase1c_mlp_topk_4,controller_dense_hkvm,recall@10,746,78.10545129579982,84.39454870420018,6.289097408400357,153,54,539,0.20509383378016086,0.07238605898123325
musique,13,heldout,phase1c_mlp_topk_4,controller_dense_hkvm,mrr,746,0.8007851397931827,0.8522229669347632,0.051437827141580496,150,77,519,0.20107238605898123,0.1032171581769437
musique,29,heldout,phase1c_mlp_topk_4,controller_dense_hkvm,mrr,746,0.800120217881612,0.8244388059066343,0.024318588025022344,149,128,469,0.19973190348525469,0.17158176943699732
musique,43,heldout,phase1c_mlp_topk_4,controller_dense_hkvm,mrr,746,0.8051826673475467,0.8272250946848803,0.022042427337333505,98,38,610,0.13136729222520108,0.05093833780160858
musique,13,heldout,controller_dense_only,controller_dense_hkvm,f1,746,56.41565501820193,64.79545662856655,8.379801610364613,106,43,597,0.14209115281501342,0.057640750670241284
musique,29,heldout,controller_dense_only,controller_dense_hkvm,f1,746,56.83394252981069,63.93291025328559,7.098967723474899,103,46,597,0.1380697050938338,0.06166219839142091
musique,43,heldout,controller_dense_only,controller_dense_hkvm,f1,746,56.941591324969345,63.914547620981935,6.972956296012597,111,59,576,0.1487935656836461,0.07908847184986595
musique,13,heldout,controller_dense_only,controller_dense_hkvm,em,746,55.898123324396785,64.343163538874,8.445040214477212,102,39,605,0.13672922252010725,0.05227882037533512
musique,29,heldout,controller_dense_only,controller_dense_hkvm,em,746,56.30026809651474,63.53887399463807,7.238605898123325,99,45,602,0.13270777479892762,0.06032171581769437
musique,43,heldout,controller_dense_only,controller_dense_hkvm,em,746,56.30026809651474,63.53887399463807,7.238605898123325,109,55,582,0.14611260053619302,0.07372654155495978
musique,13,heldout,controller_dense_only,controller_dense_hkvm,all_recall@10,746,53.75335120643432,65.01340482573727,11.26005361930295,116,32,598,0.1554959785522788,0.04289544235924933
musique,29,heldout,controller_dense_only,controller_dense_hkvm,all_recall@10,746,52.68096514745308,64.74530831099196,12.064343163538874,122,32,592,0.16353887399463807,0.04289544235924933
musique,43,heldout,controller_dense_only,controller_dense_hkvm,all_recall@10,746,52.815013404825734,64.343163538874,11.528150134048257,108,22,616,0.1447721179624665,0.029490616621983913
musique,13,heldout,controller_dense_only,controller_dense_hkvm,all_recall@5,746,28.820375335120644,45.17426273458445,16.353887399463808,151,29,566,0.20241286863270777,0.0388739946380697
musique,29,heldout,controller_dense_only,controller_dense_hkvm,all_recall@5,746,28.820375335120644,44.369973190348524,15.549597855227882,149,33,564,0.19973190348525469,0.04423592493297587
musique,43,heldout,controller_dense_only,controller_dense_hkvm,all_recall@5,746,29.222520107238605,45.30831099195711,16.0857908847185,158,38,550,0.21179624664879357,0.05093833780160858
musique,13,heldout,controller_dense_only,controller_dense_hkvm,answer_support_rate,746,55.898123324396785,64.343163538874,8.445040214477212,102,39,605,0.13672922252010725,0.05227882037533512
musique,29,heldout,controller_dense_only,controller_dense_hkvm,answer_support_rate,746,56.30026809651474,63.53887399463807,7.238605898123325,99,45,602,0.13270777479892762,0.06032171581769437
musique,43,heldout,controller_dense_only,controller_dense_hkvm,answer_support_rate,746,56.30026809651474,63.53887399463807,7.238605898123325,109,55,582,0.14611260053619302,0.07372654155495978
musique,13,heldout,controller_dense_only,controller_dense_hkvm,recall@5,746,60.22117962466488,72.11796246648794,11.896782841823056,254,46,446,0.34048257372654156,0.06166219839142091
musique,29,heldout,controller_dense_only,controller_dense_hkvm,recall@5,746,60.32171581769437,71.38069705093834,11.058981233243967,246,58,442,0.3297587131367292,0.0777479892761394
musique,43,heldout,controller_dense_only,controller_dense_hkvm,recall@5,746,60.64566577301162,72.11796246648794,11.472296693476318,258,60,428,0.34584450402144773,0.08042895442359249
musique,13,heldout,controller_dense_only,controller_dense_hkvm,recall@10,746,78.82037533512064,84.51742627345844,5.697050938337801,151,46,549,0.20241286863270777,0.06166219839142091
musique,29,heldout,controller_dense_only,controller_dense_hkvm,recall@10,746,78.76452189454871,84.21581769436997,5.451295799821269,153,52,541,0.20509383378016086,0.06970509383378017
musique,43,heldout,controller_dense_only,controller_dense_hkvm,recall@10,746,78.65281501340483,84.39454870420018,5.7417336907953525,142,36,568,0.1903485254691689,0.04825737265415549
musique,13,heldout,controller_dense_only,controller_dense_hkvm,mrr,746,0.8085860036597302,0.8522229669347632,0.04363696327503298,127,94,525,0.17024128686327078,0.1260053619302949
musique,29,heldout,controller_dense_only,controller_dense_hkvm,mrr,746,0.8085631303459722,0.8244388059066343,0.015875675560662158,111,92,543,0.1487935656836461,0.12332439678284182
musique,43,heldout,controller_dense_only,controller_dense_hkvm,mrr,746,0.8081577939486787,0.8272250946848803,0.01906730073620154,144,152,450,0.19302949061662197,0.2037533512064343
musique,13,heldout,controller_hkvm_only,controller_dense_hkvm,f1,746,56.18055027119055,64.79545662856655,8.614906357375999,108,40,598,0.1447721179624665,0.05361930294906166
musique,29,heldout,controller_hkvm_only,controller_dense_hkvm,f1,746,55.2246585311165,63.93291025328559,8.708251722169086,113,44,589,0.15147453083109919,0.058981233243967826
musique,43,heldout,controller_hkvm_only,controller_dense_hkvm,f1,746,56.022155642286535,63.914547620981935,7.892391978695401,94,33,619,0.1260053619302949,0.04423592493297587
musique,13,heldout,controller_hkvm_only,controller_dense_hkvm,em,746,55.49597855227882,64.343163538874,8.847184986595174,105,39,602,0.14075067024128687,0.05227882037533512
musique,29,heldout,controller_hkvm_only,controller_dense_hkvm,em,746,54.55764075067024,63.53887399463807,8.981233243967829,107,40,599,0.14343163538873996,0.05361930294906166
musique,43,heldout,controller_hkvm_only,controller_dense_hkvm,em,746,55.361930294906166,63.53887399463807,8.176943699731904,92,31,623,0.12332439678284182,0.04155495978552279
musique,13,heldout,controller_hkvm_only,controller_dense_hkvm,all_recall@10,746,58.44504021447721,65.01340482573727,6.568364611260054,86,37,623,0.11528150134048257,0.049597855227882036
musique,29,heldout,controller_hkvm_only,controller_dense_hkvm,all_recall@10,746,59.24932975871314,64.74530831099196,5.49597855227882,66,25,655,0.08847184986595175,0.03351206434316354
musique,43,heldout,controller_hkvm_only,controller_dense_hkvm,all_recall@10,746,58.1769436997319,64.343163538874,6.166219839142091,83,37,626,0.11126005361930295,0.049597855227882036
musique,13,heldout,controller_hkvm_only,controller_dense_hkvm,all_recall@5,746,36.729222520107236,45.17426273458445,8.445040214477212,107,44,595,0.14343163538873996,0.058981233243967826
musique,29,heldout,controller_hkvm_only,controller_dense_hkvm,all_recall@5,746,36.193029490616624,44.369973190348524,8.176943699731904,104,43,599,0.13941018766756033,0.057640750670241284
musique,43,heldout,controller_hkvm_only,controller_dense_hkvm,all_recall@5,746,36.32707774798928,45.30831099195711,8.981233243967829,97,30,619,0.13002680965147453,0.040214477211796246
musique,13,heldout,controller_hkvm_only,controller_dense_hkvm,answer_support_rate,746,55.49597855227882,64.343163538874,8.847184986595174,105,39,602,0.14075067024128687,0.05227882037533512
musique,29,heldout,controller_hkvm_only,controller_dense_hkvm,answer_support_rate,746,54.55764075067024,63.53887399463807,8.981233243967829,107,40,599,0.14343163538873996,0.05361930294906166
musique,43,heldout,controller_hkvm_only,controller_dense_hkvm,answer_support_rate,746,55.361930294906166,63.53887399463807,8.176943699731904,92,31,623,0.12332439678284182,0.04155495978552279
musique,13,heldout,controller_hkvm_only,controller_dense_hkvm,recall@5,746,66.04110813226094,72.11796246648794,6.076854334226988,189,82,475,0.25335120643431636,0.10991957104557641
musique,29,heldout,controller_hkvm_only,controller_dense_hkvm,recall@5,746,65.57193923145665,71.38069705093834,5.80875781948168,183,89,474,0.2453083109919571,0.1193029490616622
musique,43,heldout,controller_hkvm_only,controller_dense_hkvm,recall@5,746,65.76184092940125,72.11796246648794,6.356121537086684,172,64,510,0.23056300268096513,0.08579088471849866
musique,13,heldout,controller_hkvm_only,controller_dense_hkvm,recall@10,746,81.23324396782841,84.51742627345844,3.2841823056300266,107,51,588,0.14343163538873996,0.06836461126005362
musique,29,heldout,controller_hkvm_only,controller_dense_hkvm,recall@10,746,81.4343163538874,84.21581769436997,2.7815013404825737,85,38,623,0.11394101876675604,0.05093833780160858
musique,43,heldout,controller_hkvm_only,controller_dense_hkvm,recall@10,746,81.03217158176943,84.39454870420018,3.3623771224307415,108,51,587,0.1447721179624665,0.06836461126005362
musique,13,heldout,controller_hkvm_only,controller_dense_hkvm,mrr,746,0.8031565172986085,0.8522229669347632,0.04906644963615473,150,80,516,0.20107238605898123,0.10723860589812333
musique,29,heldout,controller_hkvm_only,controller_dense_hkvm,mrr,746,0.8013612281373675,0.8244388059066343,0.023077577769266777,148,128,470,0.19839142091152814,0.17158176943699732
musique,43,heldout,controller_hkvm_only,controller_dense_hkvm,mrr,746,0.8072731818375251,0.8272250946848803,0.019951912847355206,96,38,612,0.128686327077748,0.05093833780160858
2wiki,13,all,colbertv2,controller_dense_hkvm,f1,12576,77.76259809482275,88.99977655225747,11.237178457434718,1656,200,10720,0.1316793893129771,0.015903307888040712
2wiki,29,all,colbertv2,controller_dense_hkvm,f1,12576,77.76259809482275,88.74482563199868,10.982227537175929,1652,230,10694,0.1313613231552163,0.01828880407124682
2wiki,43,all,colbertv2,controller_dense_hkvm,f1,12576,77.76259809482275,88.7938342757045,11.031236180881754,1647,218,10711,0.13096374045801526,0.017334605597964375
2wiki,13,all,colbertv2,controller_dense_hkvm,em,12576,77.19465648854961,88.8279262086514,11.633269720101781,1644,181,10751,0.13072519083969467,0.014392493638676845
2wiki,29,all,colbertv2,controller_dense_hkvm,em,12576,77.19465648854961,88.54166666666667,11.34701017811705,1639,212,10725,0.13032760814249364,0.016857506361323157
2wiki,43,all,colbertv2,controller_dense_hkvm,em,12576,77.19465648854961,88.60527989821882,11.410623409669212,1635,200,10741,0.13000954198473283,0.015903307888040712
2wiki,13,all,colbertv2,controller_dense_hkvm,all_recall@10,12576,100.0,100.0,0.0,0,0,12576,0.0,0.0
2wiki,29,all,colbertv2,controller_dense_hkvm,all_recall@10,12576,100.0,100.0,0.0,0,0,12576,0.0,0.0
2wiki,43,all,colbertv2,controller_dense_hkvm,all_recall@10,12576,100.0,100.0,0.0,0,0,12576,0.0,0.0
2wiki,13,all,colbertv2,controller_dense_hkvm,all_recall@5,12576,64.11418575063614,93.51940203562341,29.405216284987276,3932,234,8410,0.31265903307888043,0.018606870229007633
2wiki,29,all,colbertv2,controller_dense_hkvm,all_recall@5,12576,64.11418575063614,93.15362595419847,29.03944020356234,3921,269,8386,0.31178435114503816,0.021389949109414757
2wiki,43,all,colbertv2,controller_dense_hkvm,all_recall@5,12576,64.11418575063614,93.22519083969466,29.111005089058523,3915,254,8407,0.3113072519083969,0.020197201017811705
2wiki,13,all,colbertv2,controller_dense_hkvm,answer_support_rate,12576,77.19465648854961,88.8279262086514,11.633269720101781,1644,181,10751,0.13072519083969467,0.014392493638676845
2wiki,29,all,colbertv2,controller_dense_hkvm,answer_support_rate,12576,77.19465648854961,88.54166666666667,11.34701017811705,1639,212,10725,0.13032760814249364,0.016857506361323157
2wiki,43,all,colbertv2,controller_dense_hkvm,answer_support_rate,12576,77.19465648854961,88.60527989821882,11.410623409669212,1635,200,10741,0.13000954198473283,0.015903307888040712
2wiki,13,all,colbertv2,controller_dense_hkvm,recall@5,12576,84.15235368956743,97.10361005089058,12.951256361323155,4058,246,8272,0.32267811704834604,0.019561068702290078
2wiki,29,all,colbertv2,controller_dense_hkvm,recall@5,12576,84.15235368956743,96.92668575063614,12.774332061068701,4042,284,8250,0.3214058524173028,0.022582697201017812
2wiki,43,all,colbertv2,controller_dense_hkvm,recall@5,12576,84.15235368956743,96.97439567430025,12.822041984732824,4041,266,8269,0.3213263358778626,0.02115139949109415
2wiki,13,all,colbertv2,controller_dense_hkvm,recall@10,12576,100.0,100.0,0.0,0,0,12576,0.0,0.0
2wiki,29,all,colbertv2,controller_dense_hkvm,recall@10,12576,100.0,100.0,0.0,0,0,12576,0.0,0.0
2wiki,43,all,colbertv2,controller_dense_hkvm,recall@10,12576,100.0,100.0,0.0,0,0,12576,0.0,0.0
