dataset,seed,split,variant,metric,value,n_examples
2wiki,29,analysis_train_slice,controller_hkvm_only,all_recall@5,92.52840583036841,8713
2wiki,29,analysis_train_slice,controller_hkvm_only,answer_support_rate,88.0408584873178,8713
2wiki,29,analysis_train_slice,controller_hkvm_only,recall@5,96.55399977045793,8713
2wiki,29,analysis_train_slice,controller_hkvm_only,recall@10,100.0,8713
2wiki,29,analysis_train_slice,controller_hkvm_only,mrr,0.9586203520009328,8713
2wiki,29,analysis_train_slice,quota_dense3_hkvm2,f1,79.17347644928118,8713
2wiki,29,analysis_train_slice,quota_dense3_hkvm2,em,78.59520257087111,8713
2wiki,29,analysis_train_slice,quota_dense3_hkvm2,all_recall@10,100.0,8713
2wiki,29,analysis_train_slice,quota_dense3_hkvm2,all_recall@5,66.08516010558935,8713
2wiki,29,analysis_train_slice,quota_dense3_hkvm2,answer_support_rate,78.59520257087111,8713
2wiki,29,analysis_train_slice,quota_dense3_hkvm2,recall@5,85.35808561918972,8713
2wiki,29,analysis_train_slice,quota_dense3_hkvm2,recall@10,100.0,8713
2wiki,29,analysis_train_slice,quota_dense3_hkvm2,mrr,0.959691912650136,8713
2wiki,29,analysis_train_slice,rrf_dense_hkvm,f1,86.36376383267438,8713
2wiki,29,analysis_train_slice,rrf_dense_hkvm,em,86.04384253414439,8713
2wiki,29,analysis_train_slice,rrf_dense_hkvm,all_recall@10,100.0,8713
2wiki,29,analysis_train_slice,rrf_dense_hkvm,all_recall@5,82.02685642143923,8713
2wiki,29,analysis_train_slice,rrf_dense_hkvm,answer_support_rate,86.04384253414439,8713
2wiki,29,analysis_train_slice,rrf_dense_hkvm,recall@5,93.18260071158039,8713
2wiki,29,analysis_train_slice,rrf_dense_hkvm,recall@10,100.0,8713
2wiki,29,analysis_train_slice,rrf_dense_hkvm,mrr,0.9752327301477995,8713
2wiki,29,analysis_train_slice,controller_dense_hkvm,f1,88.71228849802111,8713
2wiki,29,analysis_train_slice,controller_dense_hkvm,em,88.51141971766326,8713
2wiki,29,analysis_train_slice,controller_dense_hkvm,all_recall@10,100.0,8713
2wiki,29,analysis_train_slice,controller_dense_hkvm,all_recall@5,93.2629404338345,8713
2wiki,29,analysis_train_slice,controller_dense_hkvm,answer_support_rate,88.51141971766326,8713
2wiki,29,analysis_train_slice,controller_dense_hkvm,recall@5,96.97578331229198,8713
2wiki,29,analysis_train_slice,controller_dense_hkvm,recall@10,100.0,8713
2wiki,29,analysis_train_slice,controller_dense_hkvm,mrr,0.9718017139140748,8713
2wiki,29,heldout,colbertv2,f1,77.76361141206354,3863
2wiki,29,heldout,colbertv2,em,77.21977737509708,3863
2wiki,29,heldout,colbertv2,all_recall@10,100.0,3863
2wiki,29,heldout,colbertv2,all_recall@5,63.70696349987057,3863
2wiki,29,heldout,colbertv2,answer_support_rate,77.21977737509708,3863
2wiki,29,heldout,colbertv2,recall@5,83.91146777116231,3863
2wiki,29,heldout,colbertv2,recall@10,100.0,3863
2wiki,29,heldout,colbertv2,mrr,0.9629104364154843,3863
2wiki,29,heldout,phase1c_mlp_topk_4,f1,88.3843714027509,3863
2wiki,29,heldout,phase1c_mlp_topk_4,em,88.169816205022,3863
2wiki,29,heldout,phase1c_mlp_topk_4,all_recall@10,99.0163085684701,3863
2wiki,29,heldout,phase1c_mlp_topk_4,all_recall@5,92.07869531452239,3863
2wiki,29,heldout,phase1c_mlp_topk_4,answer_support_rate,88.169816205022,3863
2wiki,29,heldout,phase1c_mlp_topk_4,recall@5,96.3952886357753,3863
2wiki,29,heldout,phase1c_mlp_topk_4,recall@10,99.53404090085427,3863
2wiki,29,heldout,phase1c_mlp_topk_4,mrr,0.9640750259893412,3863
2wiki,29,heldout,controller_dense_only,f1,77.4224510767277,3863
2wiki,29,heldout,controller_dense_only,em,76.90913797566658,3863
2wiki,29,heldout,controller_dense_only,all_recall@10,100.0,3863
2wiki,29,heldout,controller_dense_only,all_recall@5,63.29277763396324,3863
2wiki,29,heldout,controller_dense_only,answer_support_rate,76.90913797566658,3863
2wiki,29,heldout,controller_dense_only,recall@5,83.71084649236344,3863
2wiki,29,heldout,controller_dense_only,recall@10,100.0,3863
2wiki,29,heldout,controller_dense_only,mrr,0.9629460818756703,3863
2wiki,29,heldout,controller_hkvm_only,f1,88.4102580193701,3863
2wiki,29,heldout,controller_hkvm_only,em,88.1957028216412,3863
2wiki,29,heldout,controller_hkvm_only,all_recall@10,100.0,3863
2wiki,29,heldout,controller_hkvm_only,all_recall@5,92.1045819311416,3863
2wiki,29,heldout,controller_hkvm_only,answer_support_rate,88.1957028216412,3863
2wiki,29,heldout,controller_hkvm_only,recall@5,96.4082319440849,3863
2wiki,29,heldout,controller_hkvm_only,recall@10,100.0,3863
2wiki,29,heldout,controller_hkvm_only,mrr,0.9585525477772436,3863
2wiki,29,heldout,quota_dense3_hkvm2,f1,79.01631447165245,3863
2wiki,29,heldout,quota_dense3_hkvm2,em,78.48822158943825,3863
2wiki,29,heldout,quota_dense3_hkvm2,all_recall@10,100.0,3863
2wiki,29,heldout,quota_dense3_hkvm2,all_recall@5,65.44136681335749,3863
2wiki,29,heldout,quota_dense3_hkvm2,answer_support_rate,78.48822158943825,3863
2wiki,29,heldout,quota_dense3_hkvm2,recall@5,84.98576236085944,3863
2wiki,29,heldout,quota_dense3_hkvm2,recall@10,100.0,3863
2wiki,29,heldout,quota_dense3_hkvm2,mrr,0.9632798343256537,3863
2wiki,29,heldout,rrf_dense_hkvm,f1,86.60205471750903,3863
2wiki,29,heldout,rrf_dense_hkvm,em,86.22831995858141,3863
2wiki,29,heldout,rrf_dense_hkvm,all_recall@10,100.0,3863
2wiki,29,heldout,rrf_dense_hkvm,all_recall@5,81.43929588402796,3863
2wiki,29,heldout,rrf_dense_hkvm,answer_support_rate,86.22831995858141,3863
2wiki,29,heldout,rrf_dense_hkvm,recall@5,92.84882215894383,3863
2wiki,29,heldout,rrf_dense_hkvm,recall@10,100.0,3863
2wiki,29,heldout,rrf_dense_hkvm,mrr,0.9773168521874191,3863
2wiki,29,heldout,controller_dense_hkvm,f1,88.81821316716476,3863
2wiki,29,heldout,controller_dense_hkvm,em,88.60988868754853,3863
2wiki,29,heldout,controller_dense_hkvm,all_recall@10,100.0,3863
2wiki,29,heldout,controller_dense_hkvm,all_recall@5,92.90706704633705,3863
2wiki,29,heldout,controller_dense_hkvm,answer_support_rate,88.60988868754853,3863
2wiki,29,heldout,controller_dense_hkvm,recall@5,96.81594615583744,3863
2wiki,29,heldout,controller_dense_hkvm,recall@10,100.0,3863
2wiki,29,heldout,controller_dense_hkvm,mrr,0.974445903134746,3863
2wiki,43,all,colbertv2,f1,77.76259809482275,12576
2wiki,43,all,colbertv2,em,77.19465648854961,12576
2wiki,43,all,colbertv2,all_recall@10,100.0,12576
2wiki,43,all,colbertv2,all_recall@5,64.11418575063614,12576
2wiki,43,all,colbertv2,answer_support_rate,77.19465648854961,12576
2wiki,43,all,colbertv2,recall@5,84.15235368956743,12576
2wiki,43,all,colbertv2,recall@10,100.0,12576
2wiki,43,all,colbertv2,mrr,0.9604941637384385,12576
2wiki,43,all,phase1c_mlp_topk_4,f1,88.36976989648745,12576
2wiki,43,all,phase1c_mlp_topk_4,em,88.1599872773537,12576
2wiki,43,all,phase1c_mlp_topk_4,all_recall@10,98.95833333333333,12576
2wiki,43,all,phase1c_mlp_topk_4,all_recall@5,92.50954198473282,12576
2wiki,43,all,phase1c_mlp_topk_4,answer_support_rate,88.1599872773537,12576
2wiki,43,all,phase1c_mlp_topk_4,recall@5,96.5609096692112,12576
2wiki,43,all,phase1c_mlp_topk_4,recall@10,99.5328403307888,12576
2wiki,43,all,phase1c_mlp_topk_4,mrr,0.9630661451391413,12576
2wiki,43,all,controller_dense_only,f1,77.73452978908269,12576
2wiki,43,all,controller_dense_only,em,77.16284987277353,12576
2wiki,43,all,controller_dense_only,all_recall@10,100.0,12576
2wiki,43,all,controller_dense_only,all_recall@5,64.07442748091603,12576
2wiki,43,all,controller_dense_only,answer_support_rate,77.16284987277353,12576
2wiki,43,all,controller_dense_only,recall@5,84.12452290076335,12576
2wiki,43,all,controller_dense_only,recall@10,100.0,12576
2wiki,43,all,controller_dense_only,mrr,0.9604769667090755,12576
2wiki,43,all,controller_hkvm_only,f1,88.39362485831951,12576
2wiki,43,all,controller_hkvm_only,em,88.18384223918575,12576
2wiki,43,all,controller_hkvm_only,all_recall@10,100.0,12576
2wiki,43,all,controller_hkvm_only,all_recall@5,92.53339694656489,12576
2wiki,43,all,controller_hkvm_only,answer_support_rate,88.18384223918575,12576
2wiki,43,all,controller_hkvm_only,recall@5,96.57283715012723,12576
2wiki,43,all,controller_hkvm_only,recall@10,100.0,12576
2wiki,43,all,controller_hkvm_only,mrr,0.961818618987035,12576
2wiki,43,all,quota_dense3_hkvm2,f1,79.18229992960092,12576
2wiki,43,all,quota_dense3_hkvm2,em,78.62595419847328,12576
2wiki,43,all,quota_dense3_hkvm2,all_recall@10,100.0,12576
2wiki,43,all,quota_dense3_hkvm2,all_recall@5,65.99077608142494,12576
2wiki,43,all,quota_dense3_hkvm2,answer_support_rate,78.62595419847328,12576
2wiki,43,all,quota_dense3_hkvm2,recall@5,85.28745229007633,12576
2wiki,43,all,quota_dense3_hkvm2,recall@10,100.0,12576
2wiki,43,all,quota_dense3_hkvm2,mrr,0.9607940231330021,12576
2wiki,43,all,rrf_dense_hkvm,f1,86.55016567521479,12576
2wiki,43,all,rrf_dense_hkvm,em,86.22773536895674,12576
2wiki,43,all,rrf_dense_hkvm,all_recall@10,100.0,12576
2wiki,43,all,rrf_dense_hkvm,all_recall@5,81.98155216284987,12576
2wiki,43,all,rrf_dense_hkvm,answer_support_rate,86.22773536895674,12576
2wiki,43,all,rrf_dense_hkvm,recall@5,93.15362595419847,12576
2wiki,43,all,rrf_dense_hkvm,recall@10,100.0,12576
2wiki,43,all,rrf_dense_hkvm,mrr,0.975838678611818,12576
2wiki,43,all,controller_dense_hkvm,f1,88.7938342757045,12576
2wiki,43,all,controller_dense_hkvm,em,88.60527989821882,12576
2wiki,43,all,controller_dense_hkvm,all_recall@10,100.0,12576
2wiki,43,all,controller_dense_hkvm,all_recall@5,93.22519083969466,12576
2wiki,43,all,controller_dense_hkvm,answer_support_rate,88.60527989821882,12576
2wiki,43,all,controller_dense_hkvm,recall@5,96.97439567430025,12576
2wiki,43,all,controller_dense_hkvm,recall@10,100.0,12576
2wiki,43,all,controller_dense_hkvm,mrr,0.9736994312674179,12576
2wiki,43,analysis_train_slice,colbertv2,f1,77.76214882998846,8713
2wiki,43,analysis_train_slice,colbertv2,em,77.18351887983474,8713
2wiki,43,analysis_train_slice,colbertv2,all_recall@10,100.0,8713
2wiki,43,analysis_train_slice,colbertv2,all_recall@5,64.29473200964077,8713
2wiki,43,analysis_train_slice,colbertv2,answer_support_rate,77.18351887983474,8713
2wiki,43,analysis_train_slice,colbertv2,recall@5,84.25915298978538,8713
2wiki,43,analysis_train_slice,colbertv2,recall@10,100.0,8713
2wiki,43,analysis_train_slice,colbertv2,mrr,0.9594228838863293,8713
2wiki,43,analysis_train_slice,phase1c_mlp_topk_4,f1,88.31285051329812,8713
2wiki,43,analysis_train_slice,phase1c_mlp_topk_4,em,88.0982440032136,8713
2wiki,43,analysis_train_slice,phase1c_mlp_topk_4,all_recall@10,98.9441065075175,8713
2wiki,43,analysis_train_slice,phase1c_mlp_topk_4,all_recall@5,92.66613106851831,8713
2wiki,43,analysis_train_slice,phase1c_mlp_topk_4,answer_support_rate,88.0982440032136,8713
2wiki,43,analysis_train_slice,phase1c_mlp_topk_4,recall@5,96.6171238379433,8713
2wiki,43,analysis_train_slice,phase1c_mlp_topk_4,recall@10,99.53517732124412,8713
2wiki,43,analysis_train_slice,phase1c_mlp_topk_4,mrr,0.9626303243283617,8713
2wiki,43,analysis_train_slice,controller_dense_only,f1,77.74459035265723,8713
2wiki,43,analysis_train_slice,controller_dense_only,em,77.16056467347642,8713
2wiki,43,analysis_train_slice,controller_dense_only,all_recall@10,100.0,8713
2wiki,43,analysis_train_slice,controller_dense_only,all_recall@5,64.2603007001033,8713
2wiki,43,analysis_train_slice,controller_dense_only,answer_support_rate,77.16056467347642,8713
2wiki,43,analysis_train_slice,controller_dense_only,recall@5,84.23619878342706,8713
2wiki,43,analysis_train_slice,controller_dense_only,recall@10,100.0,8713
2wiki,43,analysis_train_slice,controller_dense_only,mrr,0.9593937356877791,8713
2wiki,43,analysis_train_slice,controller_hkvm_only,f1,88.33580471965644,8713
2wiki,43,analysis_train_slice,controller_hkvm_only,em,88.1211982095719,8713
2wiki,43,analysis_train_slice,controller_hkvm_only,all_recall@10,100.0,8713
2wiki,43,analysis_train_slice,controller_hkvm_only,all_recall@5,92.68908527487662,8713
2wiki,43,analysis_train_slice,controller_hkvm_only,answer_support_rate,88.1211982095719,8713
2wiki,43,analysis_train_slice,controller_hkvm_only,recall@5,96.62860094112246,8713
2wiki,43,analysis_train_slice,controller_hkvm_only,recall@10,100.0,8713
2wiki,43,analysis_train_slice,controller_hkvm_only,mrr,0.9611701817572356,8713
2wiki,43,analysis_train_slice,quota_dense3_hkvm2,f1,79.28330884879567,8713
2wiki,43,analysis_train_slice,quota_dense3_hkvm2,em,78.70997360266269,8713
2wiki,43,analysis_train_slice,quota_dense3_hkvm2,all_recall@10,100.0,8713
2wiki,43,analysis_train_slice,quota_dense3_hkvm2,all_recall@5,66.2343624469184,8713
2wiki,43,analysis_train_slice,quota_dense3_hkvm2,answer_support_rate,78.70997360266269,8713
2wiki,43,analysis_train_slice,quota_dense3_hkvm2,recall@5,85.42120968667508,8713
2wiki,43,analysis_train_slice,quota_dense3_hkvm2,recall@10,100.0,8713
2wiki,43,analysis_train_slice,quota_dense3_hkvm2,mrr,0.959691912650136,8713
2wiki,43,analysis_train_slice,rrf_dense_hkvm,f1,86.44715825556152,8713
2wiki,43,analysis_train_slice,rrf_dense_hkvm,em,86.13565935957764,8713
2wiki,43,analysis_train_slice,rrf_dense_hkvm,all_recall@10,100.0,8713
2wiki,43,analysis_train_slice,rrf_dense_hkvm,all_recall@5,82.11867324687249,8713
2wiki,43,analysis_train_slice,rrf_dense_hkvm,answer_support_rate,86.13565935957764,8713
2wiki,43,analysis_train_slice,rrf_dense_hkvm,recall@5,93.22563984850224,8713
2wiki,43,analysis_train_slice,rrf_dense_hkvm,recall@10,100.0,8713
2wiki,43,analysis_train_slice,rrf_dense_hkvm,mrr,0.9750647181095936,8713
2wiki,43,analysis_train_slice,controller_dense_hkvm,f1,88.72793028795554,8713
2wiki,43,analysis_train_slice,controller_dense_hkvm,em,88.53437392402158,8713
2wiki,43,analysis_train_slice,controller_dense_hkvm,all_recall@10,100.0,8713
2wiki,43,analysis_train_slice,controller_dense_hkvm,all_recall@5,93.2629404338345,8713
2wiki,43,analysis_train_slice,controller_dense_hkvm,answer_support_rate,88.53437392402158,8713
2wiki,43,analysis_train_slice,controller_dense_hkvm,recall@5,97.00160679444508,8713
2wiki,43,analysis_train_slice,controller_dense_hkvm,recall@10,100.0,8713
2wiki,43,analysis_train_slice,controller_dense_hkvm,mrr,0.9724005727621016,8713
2wiki,43,heldout,colbertv2,f1,77.76361141206354,3863
2wiki,43,heldout,colbertv2,em,77.21977737509708,3863
2wiki,43,heldout,colbertv2,all_recall@10,100.0,3863
2wiki,43,heldout,colbertv2,all_recall@5,63.70696349987057,3863
2wiki,43,heldout,colbertv2,answer_support_rate,77.21977737509708,3863
2wiki,43,heldout,colbertv2,recall@5,83.91146777116231,3863
2wiki,43,heldout,colbertv2,recall@10,100.0,3863
2wiki,43,heldout,colbertv2,mrr,0.9629104364154843,3863
2wiki,43,heldout,phase1c_mlp_topk_4,f1,88.49815161684175,3863
2wiki,43,heldout,phase1c_mlp_topk_4,em,88.29924928811805,3863
2wiki,43,heldout,phase1c_mlp_topk_4,all_recall@10,98.99042195185089,3863
2wiki,43,heldout,phase1c_mlp_topk_4,all_recall@5,92.15635516438002,3863
2wiki,43,heldout,phase1c_mlp_topk_4,answer_support_rate,88.29924928811805,3863
2wiki,43,heldout,phase1c_mlp_topk_4,recall@5,96.43411856070412,3863
2wiki,43,heldout,phase1c_mlp_topk_4,recall@10,99.52756924669946,3863
2wiki,43,heldout,phase1c_mlp_topk_4,mrr,0.9640491393727221,3863
2wiki,43,heldout,controller_dense_only,f1,77.71183817882513,3863
2wiki,43,heldout,controller_dense_only,em,77.16800414185866,3863
2wiki,43,heldout,controller_dense_only,all_recall@10,100.0,3863
2wiki,43,heldout,controller_dense_only,all_recall@5,63.655190266632154,3863
2wiki,43,heldout,controller_dense_only,answer_support_rate,77.16800414185866,3863
2wiki,43,heldout,controller_dense_only,recall@5,83.8726378462335,3863
2wiki,43,heldout,controller_dense_only,recall@10,100.0,3863
2wiki,43,heldout,controller_dense_only,mrr,0.962920195259051,3863
2wiki,43,heldout,controller_hkvm_only,f1,88.52403823346096,3863
2wiki,43,heldout,controller_hkvm_only,em,88.32513590473725,3863
2wiki,43,heldout,controller_hkvm_only,all_recall@10,100.0,3863
2wiki,43,heldout,controller_hkvm_only,all_recall@5,92.18224178099922,3863
2wiki,43,heldout,controller_hkvm_only,answer_support_rate,88.32513590473725,3863
2wiki,43,heldout,controller_hkvm_only,recall@5,96.44706186901372,3863
2wiki,43,heldout,controller_hkvm_only,recall@10,100.0,3863
2wiki,43,heldout,controller_hkvm_only,mrr,0.9632811697463523,3863
2wiki,43,heldout,quota_dense3_hkvm2,f1,78.9544742208399,3863
2wiki,43,heldout,quota_dense3_hkvm2,em,78.43644835619985,3863
2wiki,43,heldout,quota_dense3_hkvm2,all_recall@10,100.0,3863
2wiki,43,heldout,quota_dense3_hkvm2,all_recall@5,65.44136681335749,3863
2wiki,43,heldout,quota_dense3_hkvm2,answer_support_rate,78.43644835619985,3863
2wiki,43,heldout,quota_dense3_hkvm2,recall@5,84.98576236085944,3863
2wiki,43,heldout,quota_dense3_hkvm2,recall@10,100.0,3863
2wiki,43,heldout,quota_dense3_hkvm2,mrr,0.9632798343256537,3863
2wiki,43,heldout,rrf_dense_hkvm,f1,86.7824990035707,3863
2wiki,43,heldout,rrf_dense_hkvm,em,86.43541289153508,3863
2wiki,43,heldout,rrf_dense_hkvm,all_recall@10,100.0,3863
2wiki,43,heldout,rrf_dense_hkvm,all_recall@5,81.67227543360083,3863
2wiki,43,heldout,rrf_dense_hkvm,answer_support_rate,86.43541289153508,3863
2wiki,43,heldout,rrf_dense_hkvm,recall@5,92.99119855034947,3863
2wiki,43,heldout,rrf_dense_hkvm,recall@10,100.0,3863
2wiki,43,heldout,rrf_dense_hkvm,mrr,0.9775843472258176,3863
2wiki,43,heldout,controller_dense_hkvm,f1,88.9424807797834,3863
2wiki,43,heldout,controller_dense_hkvm,em,88.76520838726378,3863
2wiki,43,heldout,controller_dense_hkvm,all_recall@10,100.0,3863
2wiki,43,heldout,controller_dense_hkvm,all_recall@5,93.14004659590991,3863
2wiki,43,heldout,controller_dense_hkvm,answer_support_rate,88.76520838726378,3863
2wiki,43,heldout,controller_dense_hkvm,recall@5,96.91302096815946,3863
2wiki,43,heldout,controller_dense_hkvm,recall@10,100.0,3863
2wiki,43,heldout,controller_dense_hkvm,mrr,0.9766290078029659,3863
hotpotqa,13,all,colbertv2,f1,79.84400128960641,7405
hotpotqa,13,all,colbertv2,em,79.63538149898717,7405
hotpotqa,13,all,colbertv2,all_recall@10,100.0,7405
hotpotqa,13,all,colbertv2,all_recall@5,68.19716407832546,7405
hotpotqa,13,all,colbertv2,answer_support_rate,79.63538149898717,7405
hotpotqa,13,all,colbertv2,recall@5,83.60567184334909,7405
hotpotqa,13,all,colbertv2,recall@10,100.0,7405
hotpotqa,13,all,colbertv2,mrr,0.9238724371134904,7405
hotpotqa,13,all,phase1c_mlp_topk_4,f1,82.90764838600164,7405
hotpotqa,13,all,phase1c_mlp_topk_4,em,82.68737339635382,7405
hotpotqa,13,all,phase1c_mlp_topk_4,all_recall@10,96.4078325455773,7405
hotpotqa,13,all,phase1c_mlp_topk_4,all_recall@5,74.07157326130992,7405
hotpotqa,13,all,phase1c_mlp_topk_4,answer_support_rate,82.68737339635382,7405
hotpotqa,13,all,phase1c_mlp_topk_4,recall@5,85.99594868332208,7405
hotpotqa,13,all,phase1c_mlp_topk_4,recall@10,98.16340310600945,7405
hotpotqa,13,all,phase1c_mlp_topk_4,mrr,0.8698982883722924,7405
hotpotqa,13,all,controller_dense_only,f1,79.74692302914804,7405
hotpotqa,13,all,controller_dense_only,em,79.51384199864957,7405
hotpotqa,13,all,controller_dense_only,all_recall@10,100.0,7405
hotpotqa,13,all,controller_dense_only,all_recall@5,67.26536124240378,7405
hotpotqa,13,all,controller_dense_only,answer_support_rate,79.51384199864957,7405
hotpotqa,13,all,controller_dense_only,recall@5,83.11276164753545,7405
hotpotqa,13,all,controller_dense_only,recall@10,100.0,7405
hotpotqa,13,all,controller_dense_only,mrr,0.9238357823435474,7405
hotpotqa,13,all,controller_hkvm_only,f1,82.90764838600164,7405
hotpotqa,13,all,controller_hkvm_only,em,82.68737339635382,7405
hotpotqa,13,all,controller_hkvm_only,all_recall@10,100.0,7405
hotpotqa,13,all,controller_hkvm_only,all_recall@5,74.07157326130992,7405
hotpotqa,13,all,controller_hkvm_only,answer_support_rate,82.68737339635382,7405
hotpotqa,13,all,controller_hkvm_only,recall@5,85.99594868332208,7405
hotpotqa,13,all,controller_hkvm_only,recall@10,100.0,7405
hotpotqa,13,all,controller_hkvm_only,mrr,0.8699920688509479,7405
hotpotqa,13,all,quota_dense3_hkvm2,f1,80.90829553688512,7405
hotpotqa,13,all,quota_dense3_hkvm2,em,80.70222822417286,7405
hotpotqa,13,all,quota_dense3_hkvm2,all_recall@10,100.0,7405
hotpotqa,13,all,quota_dense3_hkvm2,all_recall@5,71.3571910871033,7405
hotpotqa,13,all,quota_dense3_hkvm2,answer_support_rate,80.70222822417286,7405
hotpotqa,13,all,quota_dense3_hkvm2,recall@5,85.32748143146523,7405
hotpotqa,13,all,quota_dense3_hkvm2,recall@10,100.0,7405
hotpotqa,13,all,quota_dense3_hkvm2,mrr,0.9243729569252864,7405
hotpotqa,13,all,rrf_dense_hkvm,f1,83.09495492746079,7405
hotpotqa,13,all,rrf_dense_hkvm,em,82.90344361917623,7405
hotpotqa,13,all,rrf_dense_hkvm,all_recall@10,100.0,7405
hotpotqa,13,all,rrf_dense_hkvm,all_recall@5,75.77312626603646,7405
hotpotqa,13,all,rrf_dense_hkvm,answer_support_rate,82.90344361917623,7405
hotpotqa,13,all,rrf_dense_hkvm,recall@5,87.4679270762998,7405
hotpotqa,13,all,rrf_dense_hkvm,recall@10,100.0,7405
hotpotqa,13,all,rrf_dense_hkvm,mrr,0.9166743834603389,7405
hotpotqa,13,all,controller_dense_hkvm,f1,85.82036945315251,7405
hotpotqa,13,all,controller_dense_hkvm,em,85.63133018230926,7405
hotpotqa,13,all,controller_dense_hkvm,all_recall@10,100.0,7405
hotpotqa,13,all,controller_dense_hkvm,all_recall@5,79.63538149898717,7405
hotpotqa,13,all,controller_dense_hkvm,answer_support_rate,85.63133018230926,7405
hotpotqa,13,all,controller_dense_hkvm,recall@5,89.59486833220797,7405
hotpotqa,13,all,controller_dense_hkvm,recall@10,100.0,7405
hotpotqa,13,all,controller_dense_hkvm,mrr,0.9313467948511838,7405
hotpotqa,13,analysis_train_slice,colbertv2,f1,80.37630723575785,5178
hotpotqa,13,analysis_train_slice,colbertv2,em,80.16608729239088,5178
hotpotqa,13,analysis_train_slice,colbertv2,all_recall@10,100.0,5178
hotpotqa,13,analysis_train_slice,colbertv2,all_recall@5,68.3082271147161,5178
hotpotqa,13,analysis_train_slice,colbertv2,answer_support_rate,80.16608729239088,5178
hotpotqa,13,analysis_train_slice,colbertv2,recall@5,83.67130166087293,5178
hotpotqa,13,analysis_train_slice,colbertv2,recall@10,100.0,5178
hotpotqa,13,analysis_train_slice,colbertv2,mrr,0.9218562814594101,5178
hotpotqa,13,analysis_train_slice,phase1c_mlp_topk_4,f1,83.82047888531768,5178
hotpotqa,13,analysis_train_slice,phase1c_mlp_topk_4,em,83.62302047122441,5178
hotpotqa,13,analysis_train_slice,phase1c_mlp_topk_4,all_recall@10,96.36925453843183,5178
hotpotqa,13,analysis_train_slice,phase1c_mlp_topk_4,all_recall@5,74.68134414831981,5178
hotpotqa,13,analysis_train_slice,phase1c_mlp_topk_4,answer_support_rate,83.62302047122441,5178
hotpotqa,13,analysis_train_slice,phase1c_mlp_topk_4,recall@5,86.24951718810351,5178
hotpotqa,13,analysis_train_slice,phase1c_mlp_topk_4,recall@10,98.1460023174971,5178
hotpotqa,13,analysis_train_slice,phase1c_mlp_topk_4,mrr,0.8695862991778404,5178
hotpotqa,13,analysis_train_slice,controller_dense_only,f1,80.24797551321413,5178
hotpotqa,13,analysis_train_slice,controller_dense_only,em,80.03089996137504,5178
hotpotqa,13,analysis_train_slice,controller_dense_only,all_recall@10,100.0,5178
hotpotqa,13,analysis_train_slice,controller_dense_only,all_recall@5,67.5164156044805,5178
hotpotqa,13,analysis_train_slice,controller_dense_only,answer_support_rate,80.03089996137504,5178
hotpotqa,13,analysis_train_slice,controller_dense_only,recall@5,83.30436461954423,5178
hotpotqa,13,analysis_train_slice,controller_dense_only,recall@10,100.0,5178
hotpotqa,13,analysis_train_slice,controller_dense_only,mrr,0.9218777397659206,5178
hotpotqa,13,analysis_train_slice,controller_hkvm_only,f1,83.82047888531768,5178
hotpotqa,13,analysis_train_slice,controller_hkvm_only,em,83.62302047122441,5178
hotpotqa,13,analysis_train_slice,controller_hkvm_only,all_recall@10,100.0,5178
hotpotqa,13,analysis_train_slice,controller_hkvm_only,all_recall@5,74.68134414831981,5178
hotpotqa,13,analysis_train_slice,controller_hkvm_only,answer_support_rate,83.62302047122441,5178
hotpotqa,13,analysis_train_slice,controller_hkvm_only,recall@5,86.24951718810351,5178
hotpotqa,13,analysis_train_slice,controller_hkvm_only,recall@10,100.0,5178
hotpotqa,13,analysis_train_slice,controller_hkvm_only,mrr,0.8696748146921959,5178
hotpotqa,13,analysis_train_slice,quota_dense3_hkvm2,f1,81.49103088814083,5178
hotpotqa,13,analysis_train_slice,quota_dense3_hkvm2,em,81.28621089223638,5178
hotpotqa,13,analysis_train_slice,quota_dense3_hkvm2,all_recall@10,100.0,5178
hotpotqa,13,analysis_train_slice,quota_dense3_hkvm2,all_recall@5,71.37891077636154,5178
hotpotqa,13,analysis_train_slice,quota_dense3_hkvm2,answer_support_rate,81.28621089223638,5178
hotpotqa,13,analysis_train_slice,quota_dense3_hkvm2,recall@5,85.33217458478177,5178
hotpotqa,13,analysis_train_slice,quota_dense3_hkvm2,recall@10,100.0,5178
hotpotqa,13,analysis_train_slice,quota_dense3_hkvm2,mrr,0.9223279810185951,5178
hotpotqa,13,analysis_train_slice,rrf_dense_hkvm,f1,83.64769755523623,5178
hotpotqa,13,analysis_train_slice,rrf_dense_hkvm,em,83.46852066434917,5178
hotpotqa,13,analysis_train_slice,rrf_dense_hkvm,all_recall@10,100.0,5178
hotpotqa,13,analysis_train_slice,rrf_dense_hkvm,all_recall@5,75.97528003089997,5178
hotpotqa,13,analysis_train_slice,rrf_dense_hkvm,answer_support_rate,83.46852066434917,5178
hotpotqa,13,analysis_train_slice,rrf_dense_hkvm,recall@5,87.52414059482426,5178
hotpotqa,13,analysis_train_slice,rrf_dense_hkvm,recall@10,100.0,5178
hotpotqa,13,analysis_train_slice,rrf_dense_hkvm,mrr,0.917263514134893,5178
hotpotqa,13,analysis_train_slice,controller_dense_hkvm,f1,86.50691360024847,5178
hotpotqa,13,analysis_train_slice,controller_dense_hkvm,em,86.34607956740054,5178
