dataset,seed,split,variant,metric,value,n_examples
musique,43,all,rrf_dense_hkvm,mrr,0.8279250481050233,2417
musique,43,all,controller_dense_hkvm,f1,64.89285262221993,2417
musique,43,all,controller_dense_hkvm,em,64.54282167976831,2417
musique,43,all,controller_dense_hkvm,all_recall@10,63.92221762515515,2417
musique,43,all,controller_dense_hkvm,all_recall@5,44.26975589573852,2417
musique,43,all,controller_dense_hkvm,answer_support_rate,64.54282167976831,2417
musique,43,all,controller_dense_hkvm,recall@5,72.45207557578266,2417
musique,43,all,controller_dense_hkvm,recall@10,84.36422562405185,2417
musique,43,all,controller_dense_hkvm,mrr,0.8287219825180107,2417
musique,43,analysis_train_slice,colbertv2,f1,58.910379730688106,1671
musique,43,analysis_train_slice,colbertv2,em,58.408138839018555,1671
musique,43,analysis_train_slice,colbertv2,all_recall@10,49.31178934769599,1671
musique,43,analysis_train_slice,colbertv2,all_recall@5,27.049670855774984,1671
musique,43,analysis_train_slice,colbertv2,answer_support_rate,58.408138839018555,1671
musique,43,analysis_train_slice,colbertv2,recall@5,60.23339317773788,1671
musique,43,analysis_train_slice,colbertv2,recall@10,76.80530620386993,1671
musique,43,analysis_train_slice,colbertv2,mrr,0.8144901826679205,1671
musique,43,analysis_train_slice,phase1c_mlp_topk_4,f1,57.506286457670754,1671
musique,43,analysis_train_slice,phase1c_mlp_topk_4,em,57.03171753441053,1671
musique,43,analysis_train_slice,phase1c_mlp_topk_4,all_recall@10,52.90245362058648,1671
musique,43,analysis_train_slice,phase1c_mlp_topk_4,all_recall@5,35.24835427887493,1671
musique,43,analysis_train_slice,phase1c_mlp_topk_4,answer_support_rate,57.03171753441053,1671
musique,43,analysis_train_slice,phase1c_mlp_topk_4,recall@5,65.97845601436266,1671
musique,43,analysis_train_slice,phase1c_mlp_topk_4,recall@10,77.55336126072213,1671
musique,43,analysis_train_slice,phase1c_mlp_topk_4,mrr,0.8050112564475221,1671
musique,43,analysis_train_slice,controller_dense_only,f1,58.97947281593918,1671
musique,43,analysis_train_slice,controller_dense_only,em,58.5278276481149,1671
musique,43,analysis_train_slice,controller_dense_only,all_recall@10,52.244165170556556,1671
musique,43,analysis_train_slice,controller_dense_only,all_recall@5,27.22920406941951,1671
musique,43,analysis_train_slice,controller_dense_only,answer_support_rate,58.5278276481149,1671
musique,43,analysis_train_slice,controller_dense_only,recall@5,60.3081986834231,1671
musique,43,analysis_train_slice,controller_dense_only,recall@10,78.01715539597048,1671
musique,43,analysis_train_slice,controller_dense_only,mrr,0.8142572169502151,1671
musique,43,analysis_train_slice,controller_hkvm_only,f1,57.506286457670754,1671
musique,43,analysis_train_slice,controller_hkvm_only,em,57.03171753441053,1671
musique,43,analysis_train_slice,controller_hkvm_only,all_recall@10,58.2884500299222,1671
musique,43,analysis_train_slice,controller_hkvm_only,all_recall@5,35.24835427887493,1671
musique,43,analysis_train_slice,controller_hkvm_only,answer_support_rate,57.03171753441053,1671
musique,43,analysis_train_slice,controller_hkvm_only,recall@5,65.97845601436266,1671
musique,43,analysis_train_slice,controller_hkvm_only,recall@10,81.88709355675245,1671
musique,43,analysis_train_slice,controller_hkvm_only,mrr,0.8067125473768203,1671
musique,43,analysis_train_slice,quota_dense3_hkvm2,f1,59.51368536706565,1671
musique,43,analysis_train_slice,quota_dense3_hkvm2,em,59.12627169359665,1671
musique,43,analysis_train_slice,quota_dense3_hkvm2,all_recall@10,51.76540993417115,1671
musique,43,analysis_train_slice,quota_dense3_hkvm2,all_recall@5,29.922202274087372,1671
musique,43,analysis_train_slice,quota_dense3_hkvm2,answer_support_rate,59.12627169359665,1671
musique,43,analysis_train_slice,quota_dense3_hkvm2,recall@5,64.18811091162976,1671
musique,43,analysis_train_slice,quota_dense3_hkvm2,recall@10,78.69539198084979,1671
musique,43,analysis_train_slice,quota_dense3_hkvm2,mrr,0.8170577925963922,1671
musique,43,analysis_train_slice,rrf_dense_hkvm,f1,59.36804379070277,1671
musique,43,analysis_train_slice,rrf_dense_hkvm,em,58.88689407540395,1671
musique,43,analysis_train_slice,rrf_dense_hkvm,all_recall@10,62.59724715739078,1671
musique,43,analysis_train_slice,rrf_dense_hkvm,all_recall@5,32.91442250149611,1671
musique,43,analysis_train_slice,rrf_dense_hkvm,answer_support_rate,58.88689407540395,1671
musique,43,analysis_train_slice,rrf_dense_hkvm,recall@5,63.62457610213445,1671
musique,43,analysis_train_slice,rrf_dense_hkvm,recall@10,83.93177737881508,1671
musique,43,analysis_train_slice,rrf_dense_hkvm,mrr,0.8329001738337466,1671
musique,43,analysis_train_slice,controller_dense_hkvm,f1,65.32960638100124,1671
musique,43,analysis_train_slice,controller_dense_hkvm,em,64.99102333931778,1671
musique,43,analysis_train_slice,controller_dense_hkvm,all_recall@10,63.73429084380611,1671
musique,43,analysis_train_slice,controller_dense_hkvm,all_recall@5,43.806104129263915,1671
musique,43,analysis_train_slice,controller_dense_hkvm,answer_support_rate,64.99102333931778,1671
musique,43,analysis_train_slice,controller_dense_hkvm,recall@5,72.60123678436067,1671
musique,43,analysis_train_slice,controller_dense_hkvm,recall@10,84.35068821065231,1671
musique,43,analysis_train_slice,controller_dense_hkvm,mrr,0.8293902520114369,1671
musique,43,heldout,colbertv2,f1,56.9629848852369,746
musique,43,heldout,colbertv2,em,56.30026809651474,746
musique,43,heldout,colbertv2,all_recall@10,49.32975871313673,746
musique,43,heldout,colbertv2,all_recall@5,29.08847184986595,746
musique,43,heldout,colbertv2,answer_support_rate,56.30026809651474,746
musique,43,heldout,colbertv2,recall@5,60.656836461126005,746
musique,43,heldout,colbertv2,recall@10,75.96067917783735,746
musique,43,heldout,colbertv2,mrr,0.8087423932933316,746
musique,43,heldout,phase1c_mlp_topk_4,f1,56.022155642286535,746
musique,43,heldout,phase1c_mlp_topk_4,em,55.361930294906166,746
musique,43,heldout,phase1c_mlp_topk_4,all_recall@10,54.42359249329759,746
musique,43,heldout,phase1c_mlp_topk_4,all_recall@5,36.32707774798928,746
musique,43,heldout,phase1c_mlp_topk_4,answer_support_rate,55.361930294906166,746
musique,43,heldout,phase1c_mlp_topk_4,recall@5,65.76184092940125,746
musique,43,heldout,phase1c_mlp_topk_4,recall@10,78.10545129579982,746
musique,43,heldout,phase1c_mlp_topk_4,mrr,0.8051826673475467,746
musique,43,heldout,controller_dense_only,f1,56.941591324969345,746
musique,43,heldout,controller_dense_only,em,56.30026809651474,746
musique,43,heldout,controller_dense_only,all_recall@10,52.815013404825734,746
musique,43,heldout,controller_dense_only,all_recall@5,29.222520107238605,746
musique,43,heldout,controller_dense_only,answer_support_rate,56.30026809651474,746
musique,43,heldout,controller_dense_only,recall@5,60.64566577301162,746
musique,43,heldout,controller_dense_only,recall@10,78.65281501340483,746
musique,43,heldout,controller_dense_only,mrr,0.8081577939486787,746
musique,43,heldout,controller_hkvm_only,f1,56.022155642286535,746
musique,43,heldout,controller_hkvm_only,em,55.361930294906166,746
musique,43,heldout,controller_hkvm_only,all_recall@10,58.1769436997319,746
musique,43,heldout,controller_hkvm_only,all_recall@5,36.32707774798928,746
musique,43,heldout,controller_hkvm_only,answer_support_rate,55.361930294906166,746
musique,43,heldout,controller_hkvm_only,recall@5,65.76184092940125,746
musique,43,heldout,controller_hkvm_only,recall@10,81.03217158176943,746
musique,43,heldout,controller_hkvm_only,mrr,0.8072731818375251,746
musique,43,heldout,quota_dense3_hkvm2,f1,57.90414195575053,746
musique,43,heldout,quota_dense3_hkvm2,em,57.238605898123325,746
musique,43,heldout,quota_dense3_hkvm2,all_recall@10,52.54691689008043,746
musique,43,heldout,quota_dense3_hkvm2,all_recall@5,32.57372654155496,746
musique,43,heldout,quota_dense3_hkvm2,answer_support_rate,57.238605898123325,746
musique,43,heldout,quota_dense3_hkvm2,recall@5,64.9798927613941,746
musique,43,heldout,quota_dense3_hkvm2,recall@10,78.34003574620196,746
musique,43,heldout,quota_dense3_hkvm2,mrr,0.8124494659347207,746
musique,43,heldout,rrf_dense_hkvm,f1,56.285103041135216,746
musique,43,heldout,rrf_dense_hkvm,em,55.76407506702413,746
musique,43,heldout,rrf_dense_hkvm,all_recall@10,63.002680965147455,746
musique,43,heldout,rrf_dense_hkvm,all_recall@5,34.048257372654156,746
musique,43,heldout,rrf_dense_hkvm,answer_support_rate,55.76407506702413,746
musique,43,heldout,rrf_dense_hkvm,recall@5,63.371313672922255,746
musique,43,heldout,rrf_dense_hkvm,recall@10,83.73547810545129,746
musique,43,heldout,rrf_dense_hkvm,mrr,0.8167810332354568,746
musique,43,heldout,controller_dense_hkvm,f1,63.914547620981935,746
musique,43,heldout,controller_dense_hkvm,em,63.53887399463807,746
musique,43,heldout,controller_dense_hkvm,all_recall@10,64.343163538874,746
musique,43,heldout,controller_dense_hkvm,all_recall@5,45.30831099195711,746
musique,43,heldout,controller_dense_hkvm,answer_support_rate,63.53887399463807,746
musique,43,heldout,controller_dense_hkvm,recall@5,72.11796246648794,746
musique,43,heldout,controller_dense_hkvm,recall@10,84.39454870420018,746
musique,43,heldout,controller_dense_hkvm,mrr,0.8272250946848803,746
2wiki,13,all,colbertv2,f1,77.76259809482275,12576
2wiki,13,all,colbertv2,em,77.19465648854961,12576
2wiki,13,all,colbertv2,all_recall@10,100.0,12576
2wiki,13,all,colbertv2,all_recall@5,64.11418575063614,12576
2wiki,13,all,colbertv2,answer_support_rate,77.19465648854961,12576
2wiki,13,all,colbertv2,recall@5,84.15235368956743,12576
2wiki,13,all,colbertv2,recall@10,100.0,12576
2wiki,13,all,colbertv2,mrr,0.9604941637384385,12576
2wiki,13,all,phase1c_mlp_topk_4,f1,88.52217686187151,12576
2wiki,13,all,phase1c_mlp_topk_4,em,88.31902035623409,12576
2wiki,13,all,phase1c_mlp_topk_4,all_recall@10,99.12531806615776,12576
2wiki,13,all,phase1c_mlp_topk_4,all_recall@5,92.70833333333333,12576
2wiki,13,all,phase1c_mlp_topk_4,answer_support_rate,88.31902035623409,12576
2wiki,13,all,phase1c_mlp_topk_4,recall@5,96.6404262086514,12576
2wiki,13,all,phase1c_mlp_topk_4,recall@10,99.61235687022901,12576
2wiki,13,all,phase1c_mlp_topk_4,mrr,0.9646471989983441,12576
2wiki,13,all,controller_dense_only,f1,77.74783073749815,12576
2wiki,13,all,controller_dense_only,em,77.17875318066157,12576
2wiki,13,all,controller_dense_only,all_recall@10,100.0,12576
2wiki,13,all,controller_dense_only,all_recall@5,64.09828244274809,12576
2wiki,13,all,controller_dense_only,answer_support_rate,77.17875318066157,12576
2wiki,13,all,controller_dense_only,recall@5,84.14241412213741,12576
2wiki,13,all,controller_dense_only,recall@10,100.0,12576
2wiki,13,all,controller_dense_only,mrr,0.9604821731491578,12576
2wiki,13,all,controller_hkvm_only,f1,88.54603182370359,12576
2wiki,13,all,controller_hkvm_only,em,88.34287531806616,12576
2wiki,13,all,controller_hkvm_only,all_recall@10,100.0,12576
2wiki,13,all,controller_hkvm_only,all_recall@5,92.7321882951654,12576
2wiki,13,all,controller_hkvm_only,answer_support_rate,88.34287531806616,12576
2wiki,13,all,controller_hkvm_only,recall@5,96.65235368956743,12576
2wiki,13,all,controller_hkvm_only,recall@10,100.0,12576
2wiki,13,all,controller_hkvm_only,mrr,0.962350054525627,12576
2wiki,13,all,quota_dense3_hkvm2,f1,79.15318115644588,12576
2wiki,13,all,quota_dense3_hkvm2,em,78.60209923664122,12576
2wiki,13,all,quota_dense3_hkvm2,all_recall@10,100.0,12576
2wiki,13,all,quota_dense3_hkvm2,all_recall@5,65.95896946564885,12576
2wiki,13,all,quota_dense3_hkvm2,answer_support_rate,78.60209923664122,12576
2wiki,13,all,quota_dense3_hkvm2,recall@5,85.26956106870229,12576
2wiki,13,all,quota_dense3_hkvm2,recall@10,100.0,12576
2wiki,13,all,quota_dense3_hkvm2,mrr,0.9607940231330021,12576
2wiki,13,all,rrf_dense_hkvm,f1,86.70105989338,12576
2wiki,13,all,rrf_dense_hkvm,em,86.36291348600508,12576
2wiki,13,all,rrf_dense_hkvm,all_recall@10,100.0,12576
2wiki,13,all,rrf_dense_hkvm,all_recall@5,82.17239185750635,12576
2wiki,13,all,rrf_dense_hkvm,answer_support_rate,86.36291348600508,12576
2wiki,13,all,rrf_dense_hkvm,recall@5,93.2430820610687,12576
2wiki,13,all,rrf_dense_hkvm,recall@10,100.0,12576
2wiki,13,all,rrf_dense_hkvm,mrr,0.9767332396805202,12576
2wiki,13,all,controller_dense_hkvm,f1,88.99977655225747,12576
2wiki,13,all,controller_dense_hkvm,em,88.8279262086514,12576
2wiki,13,all,controller_dense_hkvm,all_recall@10,100.0,12576
2wiki,13,all,controller_dense_hkvm,all_recall@5,93.51940203562341,12576
2wiki,13,all,controller_dense_hkvm,answer_support_rate,88.8279262086514,12576
2wiki,13,all,controller_dense_hkvm,recall@5,97.10361005089058,12576
2wiki,13,all,controller_dense_hkvm,recall@10,100.0,12576
2wiki,13,all,controller_dense_hkvm,mrr,0.9724349289652248,12576
2wiki,13,analysis_train_slice,colbertv2,f1,77.76214882998846,8713
2wiki,13,analysis_train_slice,colbertv2,em,77.18351887983474,8713
2wiki,13,analysis_train_slice,colbertv2,all_recall@10,100.0,8713
2wiki,13,analysis_train_slice,colbertv2,all_recall@5,64.29473200964077,8713
2wiki,13,analysis_train_slice,colbertv2,answer_support_rate,77.18351887983474,8713
2wiki,13,analysis_train_slice,colbertv2,recall@5,84.25915298978538,8713
2wiki,13,analysis_train_slice,colbertv2,recall@10,100.0,8713
2wiki,13,analysis_train_slice,colbertv2,mrr,0.9594228838863293,8713
2wiki,13,analysis_train_slice,phase1c_mlp_topk_4,f1,88.47295858686884,8713
2wiki,13,analysis_train_slice,phase1c_mlp_topk_4,em,88.27040055090096,8713
2wiki,13,analysis_train_slice,phase1c_mlp_topk_4,all_recall@10,99.10478595202571,8713
2wiki,13,analysis_train_slice,phase1c_mlp_topk_4,all_recall@5,92.86124182256398,8713
2wiki,13,analysis_train_slice,phase1c_mlp_topk_4,answer_support_rate,88.27040055090096,8713
2wiki,13,analysis_train_slice,phase1c_mlp_topk_4,recall@5,96.69459428440261,8713
2wiki,13,analysis_train_slice,phase1c_mlp_topk_4,recall@10,99.60977849190864,8713
2wiki,13,analysis_train_slice,phase1c_mlp_topk_4,mrr,0.9643671926094742,8713
2wiki,13,analysis_train_slice,controller_dense_only,f1,77.72935710661943,8713
2wiki,13,analysis_train_slice,controller_dense_only,em,77.14908757029725,8713
2wiki,13,analysis_train_slice,controller_dense_only,all_recall@10,100.0,8713
2wiki,13,analysis_train_slice,controller_dense_only,all_recall@5,64.28325490646161,8713
2wiki,13,analysis_train_slice,controller_dense_only,answer_support_rate,77.14908757029725,8713
2wiki,13,analysis_train_slice,controller_dense_only,recall@5,84.25054516240101,8713
2wiki,13,analysis_train_slice,controller_dense_only,recall@10,100.0,8713
2wiki,13,analysis_train_slice,controller_dense_only,mrr,0.9594012504577178,8713
2wiki,13,analysis_train_slice,controller_hkvm_only,f1,88.49591279322715,8713
2wiki,13,analysis_train_slice,controller_hkvm_only,em,88.29335475725927,8713
2wiki,13,analysis_train_slice,controller_hkvm_only,all_recall@10,100.0,8713
2wiki,13,analysis_train_slice,controller_hkvm_only,all_recall@5,92.8841960289223,8713
2wiki,13,analysis_train_slice,controller_hkvm_only,answer_support_rate,88.29335475725927,8713
2wiki,13,analysis_train_slice,controller_hkvm_only,recall@5,96.70607138758177,8713
2wiki,13,analysis_train_slice,controller_hkvm_only,recall@10,100.0,8713
2wiki,13,analysis_train_slice,controller_hkvm_only,mrr,0.9623714518899874,8713
2wiki,13,analysis_train_slice,quota_dense3_hkvm2,f1,79.27124795357169,8713
2wiki,13,analysis_train_slice,quota_dense3_hkvm2,em,78.70997360266269,8713
2wiki,13,analysis_train_slice,quota_dense3_hkvm2,all_recall@10,100.0,8713
2wiki,13,analysis_train_slice,quota_dense3_hkvm2,all_recall@5,66.2343624469184,8713
2wiki,13,analysis_train_slice,quota_dense3_hkvm2,answer_support_rate,78.70997360266269,8713
2wiki,13,analysis_train_slice,quota_dense3_hkvm2,recall@5,85.42120968667508,8713
2wiki,13,analysis_train_slice,quota_dense3_hkvm2,recall@10,100.0,8713
2wiki,13,analysis_train_slice,quota_dense3_hkvm2,mrr,0.959691912650136,8713
2wiki,13,analysis_train_slice,rrf_dense_hkvm,f1,86.65128673353368,8713
2wiki,13,analysis_train_slice,rrf_dense_hkvm,em,86.33077011362332,8713
2wiki,13,analysis_train_slice,rrf_dense_hkvm,all_recall@10,100.0,8713
2wiki,13,analysis_train_slice,rrf_dense_hkvm,all_recall@5,82.3596924136348,8713
2wiki,13,analysis_train_slice,rrf_dense_hkvm,answer_support_rate,86.33077011362332,8713
2wiki,13,analysis_train_slice,rrf_dense_hkvm,recall@5,93.35762653506255,8713
2wiki,13,analysis_train_slice,rrf_dense_hkvm,recall@10,100.0,8713
2wiki,13,analysis_train_slice,rrf_dense_hkvm,mrr,0.976107221648367,8713
2wiki,13,analysis_train_slice,controller_dense_hkvm,f1,88.94788746074181,8713
2wiki,13,analysis_train_slice,controller_dense_hkvm,em,88.77539309078388,8713
2wiki,13,analysis_train_slice,controller_dense_hkvm,all_recall@10,100.0,8713
2wiki,13,analysis_train_slice,controller_dense_hkvm,all_recall@5,93.63020773556754,8713
2wiki,13,analysis_train_slice,controller_dense_hkvm,answer_support_rate,88.77539309078388,8713
2wiki,13,analysis_train_slice,controller_dense_hkvm,recall@5,97.15654768736371,8713
2wiki,13,analysis_train_slice,controller_dense_hkvm,recall@10,100.0,8713
2wiki,13,analysis_train_slice,controller_dense_hkvm,mrr,0.9715693025746968,8713
2wiki,13,heldout,colbertv2,f1,77.76361141206354,3863
2wiki,13,heldout,colbertv2,em,77.21977737509708,3863
2wiki,13,heldout,colbertv2,all_recall@10,100.0,3863
2wiki,13,heldout,colbertv2,all_recall@5,63.70696349987057,3863
2wiki,13,heldout,colbertv2,answer_support_rate,77.21977737509708,3863
2wiki,13,heldout,colbertv2,recall@5,83.91146777116231,3863
2wiki,13,heldout,colbertv2,recall@10,100.0,3863
2wiki,13,heldout,colbertv2,mrr,0.9629104364154843,3863
2wiki,13,heldout,phase1c_mlp_topk_4,f1,88.63318872573338,3863
2wiki,13,heldout,phase1c_mlp_topk_4,em,88.42868237121408,3863
2wiki,13,heldout,phase1c_mlp_topk_4,all_recall@10,99.17162826818534,3863
2wiki,13,heldout,phase1c_mlp_topk_4,all_recall@5,92.36344809733367,3863
2wiki,13,heldout,phase1c_mlp_topk_4,answer_support_rate,88.42868237121408,3863
2wiki,13,heldout,phase1c_mlp_topk_4,recall@5,96.51825006471654,3863
2wiki,13,heldout,phase1c_mlp_topk_4,recall@10,99.61817240486668,3863
2wiki,13,heldout,phase1c_mlp_topk_4,mrr,0.9652787536621344,3863
2wiki,13,heldout,controller_dense_only,f1,77.78949802868276,3863
2wiki,13,heldout,controller_dense_only,em,77.24566399171628,3863
2wiki,13,heldout,controller_dense_only,all_recall@10,100.0,3863
2wiki,13,heldout,controller_dense_only,all_recall@5,63.68107688325136,3863
2wiki,13,heldout,controller_dense_only,answer_support_rate,77.24566399171628,3863
2wiki,13,heldout,controller_dense_only,recall@5,83.8985244628527,3863
2wiki,13,heldout,controller_dense_only,recall@10,100.0,3863
2wiki,13,heldout,controller_dense_only,mrr,0.962920195259051,3863
2wiki,13,heldout,controller_hkvm_only,f1,88.6590753423526,3863
2wiki,13,heldout,controller_hkvm_only,em,88.45456898783328,3863
2wiki,13,heldout,controller_hkvm_only,all_recall@10,100.0,3863
2wiki,13,heldout,controller_hkvm_only,all_recall@5,92.38933471395289,3863
2wiki,13,heldout,controller_hkvm_only,answer_support_rate,88.45456898783328,3863
2wiki,13,heldout,controller_hkvm_only,recall@5,96.53119337302614,3863
2wiki,13,heldout,controller_hkvm_only,recall@10,100.0,3863
2wiki,13,heldout,controller_hkvm_only,mrr,0.9623017927509255,3863
2wiki,13,heldout,quota_dense3_hkvm2,f1,78.8868813885564,3863
2wiki,13,heldout,quota_dense3_hkvm2,em,78.35878850634222,3863
2wiki,13,heldout,quota_dense3_hkvm2,all_recall@10,100.0,3863
2wiki,13,heldout,quota_dense3_hkvm2,all_recall@5,65.33782034688066,3863
2wiki,13,heldout,quota_dense3_hkvm2,answer_support_rate,78.35878850634222,3863
2wiki,13,heldout,quota_dense3_hkvm2,recall@5,84.92751747346622,3863
2wiki,13,heldout,quota_dense3_hkvm2,recall@10,100.0,3863
2wiki,13,heldout,quota_dense3_hkvm2,mrr,0.9632798343256537,3863
2wiki,13,heldout,rrf_dense_hkvm,f1,86.81332330050942,3863
2wiki,13,heldout,rrf_dense_hkvm,em,86.43541289153508,3863
2wiki,13,heldout,rrf_dense_hkvm,all_recall@10,100.0,3863
2wiki,13,heldout,rrf_dense_hkvm,all_recall@5,81.74993528345846,3863
2wiki,13,heldout,rrf_dense_hkvm,answer_support_rate,86.43541289153508,3863
2wiki,13,heldout,rrf_dense_hkvm,recall@5,92.98472689619467,3863
2wiki,13,heldout,rrf_dense_hkvm,recall@10,100.0,3863
2wiki,13,heldout,rrf_dense_hkvm,mrr,0.9781452239192338,3863
2wiki,13,heldout,controller_dense_hkvm,f1,89.11681244518418,3863
2wiki,13,heldout,controller_dense_hkvm,em,88.94641470359824,3863
2wiki,13,heldout,controller_dense_hkvm,all_recall@10,100.0,3863
2wiki,13,heldout,controller_dense_hkvm,all_recall@5,93.26947967900595,3863
2wiki,13,heldout,controller_dense_hkvm,answer_support_rate,88.94641470359824,3863
2wiki,13,heldout,controller_dense_hkvm,recall@5,96.98420916386229,3863
2wiki,13,heldout,controller_dense_hkvm,recall@10,100.0,3863
2wiki,13,heldout,controller_dense_hkvm,mrr,0.9743873500733454,3863
2wiki,29,all,colbertv2,f1,77.76259809482275,12576
2wiki,29,all,colbertv2,em,77.19465648854961,12576
2wiki,29,all,colbertv2,all_recall@10,100.0,12576
2wiki,29,all,colbertv2,all_recall@5,64.11418575063614,12576
2wiki,29,all,colbertv2,answer_support_rate,77.19465648854961,12576
2wiki,29,all,colbertv2,recall@5,84.15235368956743,12576
2wiki,29,all,colbertv2,recall@10,100.0,12576
2wiki,29,all,colbertv2,mrr,0.9604941637384385,12576
2wiki,29,all,phase1c_mlp_topk_4,f1,88.28173221566098,12576
2wiki,29,all,phase1c_mlp_topk_4,em,88.06456743002545,12576
2wiki,29,all,phase1c_mlp_topk_4,all_recall@10,99.00604325699746,12576
2wiki,29,all,phase1c_mlp_topk_4,all_recall@5,92.37436386768448,12576
2wiki,29,all,phase1c_mlp_topk_4,answer_support_rate,88.06456743002545,12576
2wiki,29,all,phase1c_mlp_topk_4,recall@5,96.49729643765903,12576
2wiki,29,all,phase1c_mlp_topk_4,recall@10,99.55470737913485,12576
2wiki,29,all,phase1c_mlp_topk_4,mrr,0.9634677036633144,12576
2wiki,29,all,controller_dense_only,f1,77.55379485208934,12576
2wiki,29,all,controller_dense_only,em,76.97996183206106,12576
2wiki,29,all,controller_dense_only,all_recall@10,100.0,12576
2wiki,29,all,controller_dense_only,all_recall@5,63.79611959287532,12576
2wiki,29,all,controller_dense_only,answer_support_rate,76.97996183206106,12576
2wiki,29,all,controller_dense_only,recall@5,84.05693384223919,12576
2wiki,29,all,controller_dense_only,recall@10,100.0,12576
2wiki,29,all,controller_dense_only,mrr,0.9604744108203077,12576
2wiki,29,all,controller_hkvm_only,f1,88.30558717749305,12576
2wiki,29,all,controller_hkvm_only,em,88.0884223918575,12576
2wiki,29,all,controller_hkvm_only,all_recall@10,100.0,12576
2wiki,29,all,controller_hkvm_only,all_recall@5,92.39821882951654,12576
2wiki,29,all,controller_hkvm_only,answer_support_rate,88.0884223918575,12576
2wiki,29,all,controller_hkvm_only,recall@5,96.50922391857506,12576
2wiki,29,all,controller_hkvm_only,recall@10,100.0,12576
2wiki,29,all,controller_hkvm_only,mrr,0.9585995244153641,12576
2wiki,29,all,quota_dense3_hkvm2,f1,79.12520062870391,12576
2wiki,29,all,quota_dense3_hkvm2,em,78.56234096692111,12576
2wiki,29,all,quota_dense3_hkvm2,all_recall@10,100.0,12576
2wiki,29,all,quota_dense3_hkvm2,all_recall@5,65.88740458015268,12576
2wiki,29,all,quota_dense3_hkvm2,answer_support_rate,78.56234096692111,12576
2wiki,29,all,quota_dense3_hkvm2,recall@5,85.24371819338423,12576
2wiki,29,all,quota_dense3_hkvm2,recall@10,100.0,12576
2wiki,29,all,quota_dense3_hkvm2,mrr,0.9607940231330021,12576
2wiki,29,all,rrf_dense_hkvm,f1,86.43696021372688,12576
2wiki,29,all,rrf_dense_hkvm,em,86.10050890585242,12576
2wiki,29,all,rrf_dense_hkvm,all_recall@10,100.0,12576
2wiki,29,all,rrf_dense_hkvm,all_recall@5,81.84637404580153,12576
2wiki,29,all,rrf_dense_hkvm,answer_support_rate,86.10050890585242,12576
2wiki,29,all,rrf_dense_hkvm,recall@5,93.08007315521628,12576
2wiki,29,all,rrf_dense_hkvm,recall@10,100.0,12576
2wiki,29,all,rrf_dense_hkvm,mrr,0.9758729148996325,12576
2wiki,29,all,controller_dense_hkvm,f1,88.74482563199868,12576
2wiki,29,all,controller_dense_hkvm,em,88.54166666666667,12576
2wiki,29,all,controller_dense_hkvm,all_recall@10,100.0,12576
2wiki,29,all,controller_dense_hkvm,all_recall@5,93.15362595419847,12576
2wiki,29,all,controller_dense_hkvm,answer_support_rate,88.54166666666667,12576
2wiki,29,all,controller_dense_hkvm,recall@5,96.92668575063614,12576
2wiki,29,all,controller_dense_hkvm,recall@10,100.0,12576
2wiki,29,all,controller_dense_hkvm,mrr,0.9726139358415121,12576
2wiki,29,analysis_train_slice,colbertv2,f1,77.76214882998846,8713
2wiki,29,analysis_train_slice,colbertv2,em,77.18351887983474,8713
2wiki,29,analysis_train_slice,colbertv2,all_recall@10,100.0,8713
2wiki,29,analysis_train_slice,colbertv2,all_recall@5,64.29473200964077,8713
2wiki,29,analysis_train_slice,colbertv2,answer_support_rate,77.18351887983474,8713
2wiki,29,analysis_train_slice,colbertv2,recall@5,84.25915298978538,8713
2wiki,29,analysis_train_slice,colbertv2,recall@10,100.0,8713
2wiki,29,analysis_train_slice,colbertv2,mrr,0.9594228838863293,8713
2wiki,29,analysis_train_slice,phase1c_mlp_topk_4,f1,88.23622605478317,8713
2wiki,29,analysis_train_slice,phase1c_mlp_topk_4,em,88.01790428095948,8713
2wiki,29,analysis_train_slice,phase1c_mlp_topk_4,all_recall@10,99.00149202341329,8713
2wiki,29,analysis_train_slice,phase1c_mlp_topk_4,all_recall@5,92.5054516240101,8713
2wiki,29,analysis_train_slice,phase1c_mlp_topk_4,answer_support_rate,88.01790428095948,8713
2wiki,29,analysis_train_slice,phase1c_mlp_topk_4,recall@5,96.54252266727877,8713
2wiki,29,analysis_train_slice,phase1c_mlp_topk_4,recall@10,99.56387007919201,8713
2wiki,29,analysis_train_slice,phase1c_mlp_topk_4,mrr,0.96319844093573,8713
2wiki,29,analysis_train_slice,controller_dense_only,f1,77.61202749345534,8713
2wiki,29,analysis_train_slice,controller_dense_only,em,77.01136233214737,8713
2wiki,29,analysis_train_slice,controller_dense_only,all_recall@10,100.0,8713
2wiki,29,analysis_train_slice,controller_dense_only,all_recall@5,64.01928153334099,8713
2wiki,29,analysis_train_slice,controller_dense_only,answer_support_rate,77.01136233214737,8713
2wiki,29,analysis_train_slice,controller_dense_only,recall@5,84.21037530127396,8713
2wiki,29,analysis_train_slice,controller_dense_only,recall@10,100.0,8713
2wiki,29,analysis_train_slice,controller_dense_only,mrr,0.9593785695157209,8713
2wiki,29,analysis_train_slice,controller_hkvm_only,f1,88.2591802611415,8713
2wiki,29,analysis_train_slice,controller_hkvm_only,em,88.0408584873178,8713
2wiki,29,analysis_train_slice,controller_hkvm_only,all_recall@10,100.0,8713
