dataset,comparison_type,reference_source,reference_variant,reference_label,candidate_source,candidate_variant,candidate_label,metric,metric_label,pooled_mean_diff,pooled_ci_low,pooled_ci_high,pooled_p_diff_le_0,seed_mean_diff,seed_ci_low,seed_ci_high,seed_p_diff_le_0,n_seed_diffs,seed_sd_diff,source_path_before_reorg
musique,whg_kv_controller_vs_source_controller,hyper_rag,controller_dense_hkvm,Contriever + Hyper-RAG / co-occurrence-HG,weighted_hg_kv,controller_dense_hkvm,Contriever + WHG-KV,all_recall@5,AR@5,14.660046890084127,13.542959591780445,15.763342987174182,0.0,14.660046890084125,13.860157219693837,15.80471659081506,0.0,3,1.0170952457587805,results/source_level_diagnostics/phase1d_contriever_source_level_ablation_20260529/paper_export/phase1d_contriever_source_level_ablation_bootstrap.csv
musique,controller_vs_dense,hyper_rag,contriever,Contriever only,static_hg,controller_dense_hkvm,Contriever + Static-HG,f1,F1,-0.3830848372414754,-0.9144692962586343,0.16077923475664713,0.9212,-0.3830848372414754,-1.1362871716616028,0.4284031035716402,0.8638,3,0.7839718255695285,results/source_level_diagnostics/phase1d_contriever_source_level_ablation_20260529/paper_export/phase1d_contriever_source_level_ablation_bootstrap.csv
musique,controller_vs_dense,hyper_rag,contriever,Contriever only,static_hg,controller_dense_hkvm,Contriever + Static-HG,em,EM,-0.3723624327678941,-0.9102192800992966,0.15170321334988277,0.9178,-0.37236243276789405,-1.1584609019445593,0.4551096400496483,0.8492,3,0.807580525276919,results/source_level_diagnostics/phase1d_contriever_source_level_ablation_20260529/paper_export/phase1d_contriever_source_level_ablation_bootstrap.csv
musique,controller_vs_dense,hyper_rag,contriever,Contriever only,static_hg,controller_dense_hkvm,Contriever + Static-HG,all_recall@10,AR@10,-0.013791201213625707,-0.565439249758654,0.5102744449041512,0.5224,-0.013791201213625722,-0.6206040546131568,0.33098882912701694,0.598,3,0.5271414936868403,results/source_level_diagnostics/phase1d_contriever_source_level_ablation_20260529/paper_export/phase1d_contriever_source_level_ablation_bootstrap.csv
musique,controller_vs_dense,hyper_rag,contriever,Contriever only,static_hg,controller_dense_hkvm,Contriever + Static-HG,all_recall@5,AR@5,0.04137360364087712,-0.5102744449041512,0.6068128533995311,0.4432,0.04137360364087711,-0.4137360364087712,0.2896152254861398,0.2534,3,0.39467902416919554,results/source_level_diagnostics/phase1d_contriever_source_level_ablation_20260529/paper_export/phase1d_contriever_source_level_ablation_bootstrap.csv
musique,controller_vs_source_only,static_hg,phase1c_mlp_topk_4,Static-HG only,static_hg,controller_dense_hkvm,Contriever + Static-HG,f1,F1,17.468734337328954,16.220742787431785,18.721984313412293,0.0,17.468734337328954,16.715532002908827,18.28022227814207,0.0,3,0.7839718255695285,results/source_level_diagnostics/phase1d_contriever_source_level_ablation_20260529/paper_export/phase1d_contriever_source_level_ablation_bootstrap.csv
musique,controller_vs_source_only,static_hg,phase1c_mlp_topk_4,Static-HG only,static_hg,controller_dense_hkvm,Contriever + Static-HG,em,EM,17.625155151013654,16.370155840573712,18.880154461453593,0.0,17.625155151013654,16.839056681836986,18.452627223831197,0.0,3,0.8075805252769205,results/source_level_diagnostics/phase1d_contriever_source_level_ablation_20260529/paper_export/phase1d_contriever_source_level_ablation_bootstrap.csv
musique,controller_vs_source_only,static_hg,phase1c_mlp_topk_4,Static-HG only,static_hg,controller_dense_hkvm,Contriever + Static-HG,all_recall@10,AR@10,17.44586953523652,16.19087022479658,18.742242449317335,0.0,17.44586953523652,16.839056681836986,17.790649565577162,0.0,3,0.5271414936868412,results/source_level_diagnostics/phase1d_contriever_source_level_ablation_20260529/paper_export/phase1d_contriever_source_level_ablation_bootstrap.csv
musique,controller_vs_source_only,static_hg,phase1c_mlp_topk_4,Static-HG only,static_hg,controller_dense_hkvm,Contriever + Static-HG,all_recall@5,AR@5,11.750103434009102,10.619224934491795,12.88098193352641,0.0,11.750103434009104,11.294993793959454,11.998345055854365,0.0,3,0.39467902416919515,results/source_level_diagnostics/phase1d_contriever_source_level_ablation_20260529/paper_export/phase1d_contriever_source_level_ablation_bootstrap.csv
musique,whg_kv_controller_vs_source_controller,static_hg,controller_dense_hkvm,Contriever + Static-HG,weighted_hg_kv,controller_dense_hkvm,Contriever + WHG-KV,f1,F1,8.196059708341776,7.2425337518056665,9.178426230223932,0.0,8.196059708341776,7.396297378409379,8.640713714321581,0.0,3,0.694060116687742,results/source_level_diagnostics/phase1d_contriever_source_level_ablation_20260529/paper_export/phase1d_contriever_source_level_ablation_bootstrap.csv
