seed,reference,candidate,metric,mean_diff,ci_low,ci_high,p_diff_le_0
43,colbertv2,controller_dense_hkvm,f1,11.031236180881749,10.434223289100926,11.645953877400917,0.0
43,colbertv2,controller_dense_hkvm,em,11.410623409669212,10.758587786259541,12.0308524173028,0.0
43,colbertv2,controller_dense_hkvm,all_recall@10,0.0,0.0,0.0,1.0
43,colbertv2,controller_dense_only,f1,-0.02806830574006146,-0.10302038927993126,0.04543802253725918,0.798
43,colbertv2,controller_dense_only,em,-0.031806615776081425,-0.10337150127226463,0.03975826972010178,0.838
43,colbertv2,controller_dense_only,all_recall@10,0.0,0.0,0.0,1.0
43,colbertv2,controller_hkvm_only,f1,10.631026763496758,9.98902487197677,11.304254292911734,0.0
43,colbertv2,controller_hkvm_only,em,10.989185750636132,10.384860050890586,11.641221374045802,0.0
43,colbertv2,controller_hkvm_only,all_recall@10,0.0,0.0,0.0,1.0
43,colbertv2,phase1c_mlp_topk_4,f1,10.607171801664695,9.944814424907348,11.239550760828577,0.0
43,colbertv2,phase1c_mlp_topk_4,em,10.96533078880407,10.337150127226463,11.577608142493638,0.0
43,colbertv2,phase1c_mlp_topk_4,all_recall@10,-1.0416666666666667,-1.224554707379135,-0.8826335877862596,1.0
43,colbertv2,quota_dense3_hkvm2,f1,1.4197018347781707,1.206192468119949,1.6422161913574125,0.0
43,colbertv2,quota_dense3_hkvm2,em,1.4312977099236641,1.2086513994910941,1.6539440203562341,0.0
43,colbertv2,quota_dense3_hkvm2,all_recall@10,0.0,0.0,0.0,1.0
43,colbertv2,quota_dense4_hkvm1,f1,0.37159352521947947,0.23640278649820634,0.5004034345637399,0.0
43,colbertv2,quota_dense4_hkvm1,em,0.37372773536895676,0.2544529262086514,0.5168575063613231,0.0
43,colbertv2,quota_dense4_hkvm1,all_recall@10,0.0,0.0,0.0,1.0
43,colbertv2,rrf_dense_hkvm,f1,8.787567580392036,8.215626414322,9.305514761310711,0.0
43,colbertv2,rrf_dense_hkvm,em,9.033078880407125,8.460559796437659,9.59764631043257,0.0
43,colbertv2,rrf_dense_hkvm,all_recall@10,0.0,0.0,0.0,1.0
43,colbertv2,rrf_dense_hkvm_bm25,f1,8.787567580392036,8.209071349006553,9.407713514906485,0.0
43,colbertv2,rrf_dense_hkvm_bm25,em,9.033078880407125,8.452608142493638,9.62150127226463,0.0
43,colbertv2,rrf_dense_hkvm_bm25,all_recall@10,0.0,0.0,0.0,1.0
