seed,reference,candidate,metric,mean_diff,ci_low,ci_high,p_diff_le_0
13,colbertv2,controller_dense_hkvm,f1,7.28882171973933,5.740554142194483,8.833288182127864,0.0
13,colbertv2,controller_dense_hkvm,em,7.447248655357882,5.833678113363674,9.019445593711213,0.0
13,colbertv2,controller_dense_hkvm,all_recall@10,14.563508481588746,12.867190732312784,16.342573438146463,0.0
13,colbertv2,controller_dense_only,f1,-0.2903056229980711,-1.0850376810244418,0.5588472927663466,0.748
13,colbertv2,controller_dense_only,em,-0.2068680182043856,-1.0757136946628052,0.5792304509722797,0.699
13,colbertv2,controller_dense_only,all_recall@10,2.73065784029789,0.6206040546131568,4.840711625982623,0.004
13,colbertv2,controller_hkvm_only,f1,-1.8706813416596157,-4.244321435979211,0.48155846263548285,0.932
13,colbertv2,controller_hkvm_only,em,-1.8618121638394705,-4.137360364087712,0.5378568473314026,0.94
13,colbertv2,controller_hkvm_only,all_recall@10,8.936698386429457,7.033512618949111,10.964004964832437,0.0
13,colbertv2,phase1c_mlp_topk_4,f1,-1.8706813416596157,-4.389921390639342,0.42229219976241533,0.931
13,colbertv2,phase1c_mlp_topk_4,em,-1.8618121638394705,-4.220107571369466,0.5378568473314026,0.954
13,colbertv2,phase1c_mlp_topk_4,all_recall@10,3.5995035167563096,1.365328920148945,5.999172527927183,0.003
13,colbertv2,quota_dense3_hkvm2,f1,0.8857815323529672,0.15352845007919813,1.6465395726876906,0.01
13,colbertv2,quota_dense3_hkvm2,em,0.9515928837401738,0.08274720728175423,1.737691352916839,0.014
13,colbertv2,quota_dense3_hkvm2,all_recall@10,2.5651634257343816,1.7790649565577161,3.392635498551924,0.0
13,colbertv2,quota_dense4_hkvm1,f1,0.1489882571802306,-0.40525086553220596,0.7372128400262449,0.313
13,colbertv2,quota_dense4_hkvm1,em,0.2068680182043856,-0.4137360364087712,0.8274720728175424,0.256
13,colbertv2,quota_dense4_hkvm1,all_recall@10,1.9031857674803476,1.2412081092263136,2.5651634257343816,0.0
13,colbertv2,rrf_dense_hkvm,f1,-0.007411215715781514,-1.9595472901710584,1.8155134418611256,0.516
13,colbertv2,rrf_dense_hkvm,em,0.0,-1.737691352916839,1.8618121638394705,0.506
13,colbertv2,rrf_dense_hkvm,all_recall@10,13.694662805130326,11.874224244931733,15.51510136532892,0.0
13,colbertv2,rrf_dense_hkvm_bm25,f1,-0.007411215715781514,-1.92987505196497,1.8072375104542768,0.496
13,colbertv2,rrf_dense_hkvm_bm25,em,0.0,-1.9859329747621017,1.8618121638394705,0.505
13,colbertv2,rrf_dense_hkvm_bm25,all_recall@10,13.694662805130326,11.750103434009102,15.51510136532892,0.0
