dataset,reference_variant,candidate_variant,metric,bootstrap_unit,seeds,n_seeds_completed,n_bootstrap_units,reference_seed_mean,candidate_seed_mean,seed_mean_diff,seed_sd_diff,seed_min_diff,seed_max_diff,all_seed_means_positive,mean_diff,sd_diff,ci_low,ci_high,p_diff_le_0,source_path_before_reorg
hotpotqa,colbertv2,controller_dense_hkvm,recall@10,seed_mean,"13,29,43",3,3,100.0,100.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,1.0,results/phase1d_controller/phase1d_hotpot_oof_paired_bootstrap_20260602/phase1d_paired_bootstrap_summary.csv
hotpotqa,colbertv2,controller_dense_hkvm,mrr,seed_example,"13,29,43",3,22215,0.9238724371134904,0.927960015576491,0.004087578463000475,0.00726701684404079,-0.0042546327556455855,0.009043010406953688,False,0.004087578463000475,0.15063689182543863,0.002069222943885334,0.006067492470767282,0.0,results/phase1d_controller/phase1d_hotpot_oof_paired_bootstrap_20260602/phase1d_paired_bootstrap_summary.csv
hotpotqa,colbertv2,controller_dense_hkvm,mrr,seed_mean,"13,29,43",3,3,0.9238724371134904,0.927960015576491,0.004087578463000475,0.00726701684404079,-0.0042546327556455855,0.009043010406953688,False,0.004087578463000475,0.007267016844040791,-0.0042546327556455855,0.009043010406953688,0.1486,results/phase1d_controller/phase1d_hotpot_oof_paired_bootstrap_20260602/phase1d_paired_bootstrap_summary.csv
hotpotqa,calibrated_hkvm_topk4,controller_dense_hkvm,f1,seed_example,"13,29,43",3,22215,82.92909204350202,85.80995577899812,2.880863735496096,0.046046032233667746,2.8280695044439312,2.912721067150862,True,2.880863735496096,25.159630302832735,2.554894289129692,3.201222820207591,0.0,results/phase1d_controller/phase1d_hotpot_oof_paired_bootstrap_20260602/phase1d_paired_bootstrap_summary.csv
hotpotqa,calibrated_hkvm_topk4,controller_dense_hkvm,f1,seed_mean,"13,29,43",3,3,82.92909204350202,85.80995577899812,2.880863735496096,0.046046032233667746,2.8280695044439312,2.912721067150862,True,2.880863735496096,0.046046032233667746,2.8280695044439312,2.912721067150862,0.0,results/phase1d_controller/phase1d_hotpot_oof_paired_bootstrap_20260602/phase1d_paired_bootstrap_summary.csv
hotpotqa,calibrated_hkvm_topk4,controller_dense_hkvm,em,seed_example,"13,29,43",3,22215,82.70537924825568,85.62682871933379,2.9214494710781005,0.05112679131938113,2.862930452397029,2.9574611748818365,True,2.9214494710781005,25.513893500630083,2.5793382849426063,3.2545577312626603,0.0,results/phase1d_controller/phase1d_hotpot_oof_paired_bootstrap_20260602/phase1d_paired_bootstrap_summary.csv
hotpotqa,calibrated_hkvm_topk4,controller_dense_hkvm,em,seed_mean,"13,29,43",3,3,82.70537924825568,85.62682871933379,2.9214494710781005,0.05112679131938113,2.862930452397029,2.9574611748818365,True,2.9214494710781005,0.05112679131938113,2.862930452397029,2.957461174881837,0.0,results/phase1d_controller/phase1d_hotpot_oof_paired_bootstrap_20260602/phase1d_paired_bootstrap_summary.csv
hotpotqa,calibrated_hkvm_topk4,controller_dense_hkvm,all_recall@10,seed_example,"13,29,43",3,22215,96.43934278640558,100.0,3.560657213594418,0.0339853001812772,3.524645509790682,3.5921674544226874,True,3.560657213594418,18.531133255176474,3.3220796758946656,3.817240603196039,0.0,results/phase1d_controller/phase1d_hotpot_oof_paired_bootstrap_20260602/phase1d_paired_bootstrap_summary.csv
hotpotqa,calibrated_hkvm_topk4,controller_dense_hkvm,all_recall@10,seed_mean,"13,29,43",3,3,96.43934278640558,100.0,3.560657213594418,0.0339853001812772,3.524645509790682,3.5921674544226874,True,3.560657213594418,0.0339853001812772,3.524645509790682,3.5921674544226874,0.0,results/phase1d_controller/phase1d_hotpot_oof_paired_bootstrap_20260602/phase1d_paired_bootstrap_summary.csv
hotpotqa,calibrated_hkvm_topk4,controller_dense_hkvm,all_recall@5,seed_example,"13,29,43",3,22215,74.09858203916272,79.77942831420212,5.6808462750393875,0.2884802155302656,5.469277515192437,6.009453072248481,True,5.6808462750393875,34.14776595729806,5.239702903443619,6.1309925725860905,0.0,results/phase1d_controller/phase1d_hotpot_oof_paired_bootstrap_20260602/phase1d_paired_bootstrap_summary.csv
hotpotqa,calibrated_hkvm_topk4,controller_dense_hkvm,all_recall@5,seed_mean,"13,29,43",3,3,74.09858203916272,79.77942831420212,5.6808462750393875,0.2884802155302656,5.469277515192437,6.009453072248481,True,5.680846275039387,0.2884802155302656,5.469277515192437,6.009453072248481,0.0,results/phase1d_controller/phase1d_hotpot_oof_paired_bootstrap_20260602/phase1d_paired_bootstrap_summary.csv
hotpotqa,calibrated_hkvm_topk4,controller_dense_hkvm,answer_support_rate,seed_example,"13,29,43",3,22215,82.70537924825568,85.62682871933379,2.9214494710781005,0.05112679131938113,2.862930452397029,2.9574611748818365,True,2.9214494710781005,25.513893500630083,2.5927301372946205,3.2545577312626603,0.0,results/phase1d_controller/phase1d_hotpot_oof_paired_bootstrap_20260602/phase1d_paired_bootstrap_summary.csv
hotpotqa,calibrated_hkvm_topk4,controller_dense_hkvm,answer_support_rate,seed_mean,"13,29,43",3,3,82.70537924825568,85.62682871933379,2.9214494710781005,0.05112679131938113,2.862930452397029,2.9574611748818365,True,2.9214494710781005,0.05112679131938113,2.862930452397029,2.957461174881837,0.0,results/phase1d_controller/phase1d_hotpot_oof_paired_bootstrap_20260602/phase1d_paired_bootstrap_summary.csv
hotpotqa,calibrated_hkvm_topk4,controller_dense_hkvm,recall@5,seed_example,"13,29,43",3,22215,86.02520819266262,89.63988296196264,3.6146747693000227,0.1323728647538385,3.4908845374746793,3.7542201215395004,True,3.6146747693000223,18.635768583916743,3.367094305649336,3.866756695926176,0.0,results/phase1d_controller/phase1d_hotpot_oof_paired_bootstrap_20260602/phase1d_paired_bootstrap_summary.csv
hotpotqa,calibrated_hkvm_topk4,controller_dense_hkvm,recall@5,seed_mean,"13,29,43",3,3,86.02520819266262,89.63988296196264,3.6146747693000227,0.1323728647538385,3.4908845374746793,3.7542201215395004,True,3.6146747693000223,0.13237286475383847,3.4908845374746793,3.7542201215395004,0.0,results/phase1d_controller/phase1d_hotpot_oof_paired_bootstrap_20260602/phase1d_paired_bootstrap_summary.csv
hotpotqa,calibrated_hkvm_topk4,controller_dense_hkvm,recall@10,seed_example,"13,29,43",3,22215,98.17690749493586,100.0,1.8230925050641458,0.013504388926401045,1.8095881161377447,1.8365968939905468,True,1.8230925050641458,9.59747337390059,1.6970515417510692,1.946882736889489,0.0,results/phase1d_controller/phase1d_hotpot_oof_paired_bootstrap_20260602/phase1d_paired_bootstrap_summary.csv
hotpotqa,calibrated_hkvm_topk4,controller_dense_hkvm,recall@10,seed_mean,"13,29,43",3,3,98.17690749493586,100.0,1.8230925050641458,0.013504388926401045,1.8095881161377447,1.8365968939905468,True,1.8230925050641458,0.013504388926401045,1.8095881161377447,1.8365968939905468,0.0,results/phase1d_controller/phase1d_hotpot_oof_paired_bootstrap_20260602/phase1d_paired_bootstrap_summary.csv
hotpotqa,calibrated_hkvm_topk4,controller_dense_hkvm,mrr,seed_example,"13,29,43",3,22215,0.8696863623534792,0.927960015576491,0.058273653223011763,0.005780547781808038,0.05160144904236734,0.0617710041477766,True,0.05827365322301177,0.23657810146166347,0.05518664101547289,0.06150353731034014,0.0,results/phase1d_controller/phase1d_hotpot_oof_paired_bootstrap_20260602/phase1d_paired_bootstrap_summary.csv
hotpotqa,calibrated_hkvm_topk4,controller_dense_hkvm,mrr,seed_mean,"13,29,43",3,3,0.8696863623534792,0.927960015576491,0.058273653223011763,0.005780547781808038,0.05160144904236734,0.0617710041477766,True,0.058273653223011763,0.005780547781808038,0.05160144904236733,0.06177100414777661,0.0,results/phase1d_controller/phase1d_hotpot_oof_paired_bootstrap_20260602/phase1d_paired_bootstrap_summary.csv
