seed,variant,metric,value
43,quota_dense4_hkvm1,recall@5,84.73481234096693
43,quota_dense3_hkvm2,all_recall@10,100.0
43,quota_dense3_hkvm2,all_recall@5,65.99077608142494
43,quota_dense3_hkvm2,answer_support_rate,78.62595419847328
43,quota_dense3_hkvm2,avg_retrieval_tokens,385.6348600508906
43,quota_dense3_hkvm2,em,78.62595419847328
43,quota_dense3_hkvm2,f1,79.18229992960092
43,quota_dense3_hkvm2,gold_rank,1.0989185750636132
43,quota_dense3_hkvm2,latency_seconds,0.0
43,quota_dense3_hkvm2,mrr,0.9607940231330021
43,quota_dense3_hkvm2,recall@10,100.0
43,quota_dense3_hkvm2,recall@5,85.28745229007633
43,controller_dense_only,all_recall@10,100.0
43,controller_dense_only,all_recall@5,64.07442748091603
43,controller_dense_only,answer_support_rate,77.16284987277353
43,controller_dense_only,avg_retrieval_tokens,382.2651876590331
43,controller_dense_only,em,77.16284987277353
43,controller_dense_only,f1,77.73452978908269
43,controller_dense_only,gold_rank,1.108222010178117
43,controller_dense_only,latency_seconds,0.0
43,controller_dense_only,mrr,0.9604769667090755
43,controller_dense_only,recall@10,100.0
43,controller_dense_only,recall@5,84.12452290076335
43,controller_hkvm_only,all_recall@10,100.0
43,controller_hkvm_only,all_recall@5,92.53339694656489
43,controller_hkvm_only,answer_support_rate,88.18384223918575
43,controller_hkvm_only,avg_retrieval_tokens,434.35567748091603
43,controller_hkvm_only,em,88.18384223918575
43,controller_hkvm_only,f1,88.39362485831951
43,controller_hkvm_only,gold_rank,1.0989185750636132
43,controller_hkvm_only,latency_seconds,0.0
43,controller_hkvm_only,mrr,0.961818618987035
43,controller_hkvm_only,recall@10,100.0
43,controller_hkvm_only,recall@5,96.57283715012723
43,controller_dense_hkvm,all_recall@10,100.0
43,controller_dense_hkvm,all_recall@5,93.22519083969466
43,controller_dense_hkvm,answer_support_rate,88.60527989821882
43,controller_dense_hkvm,avg_retrieval_tokens,433.99037849872775
43,controller_dense_hkvm,em,88.60527989821882
43,controller_dense_hkvm,f1,88.7938342757045
43,controller_dense_hkvm,gold_rank,1.0629770992366412
43,controller_dense_hkvm,latency_seconds,0.0
43,controller_dense_hkvm,mrr,0.9736994312674179
43,controller_dense_hkvm,recall@10,100.0
43,controller_dense_hkvm,recall@5,96.97439567430025
