seed,reference,candidate,metric,mean_diff,ci_low,ci_high,p_diff_le_0
43,colbertv2,controller_dense_hkvm,f1,6.583530630343004,4.890103460645455,8.339640366021483,0.0
43,colbertv2,controller_dense_hkvm,em,6.785270997103848,5.0062060405461315,8.48158874637981,0.0
43,colbertv2,controller_dense_hkvm,all_recall@10,14.604882085229624,12.743069921390154,16.42532064542822,0.0
43,colbertv2,controller_dense_only,f1,0.04116464604673127,-0.2610925138852322,0.32400964548254574,0.372
43,colbertv2,controller_dense_only,em,0.08274720728175423,-0.24824162184526272,0.3723624327678941,0.36
43,colbertv2,controller_dense_only,all_recall@10,3.103020273065784,1.0757136946628052,5.254447662391394,0.001
43,colbertv2,controller_hkvm_only,f1,-1.2611081814037908,-3.5390412924546135,1.1648575909692025,0.852
43,colbertv2,controller_hkvm_only,em,-1.2412081092263136,-3.847745138601572,1.1584609019445593,0.854
43,colbertv2,controller_hkvm_only,all_recall@10,8.936698386429457,6.868018204385602,10.881257757550683,0.0
43,colbertv2,phase1c_mlp_topk_4,f1,-1.2611081814037908,-3.655373274992307,0.9869802102516454,0.869
43,colbertv2,phase1c_mlp_topk_4,em,-1.2412081092263136,-3.475382705833678,1.0757136946628052,0.833
43,colbertv2,phase1c_mlp_topk_4,all_recall@10,4.054613156805958,1.8618121638394705,6.537029375258585,0.0
43,colbertv2,quota_dense3_hkvm2,f1,0.7075824960653916,-0.1248612749385783,1.5132305978396174,0.041
43,colbertv2,quota_dense3_hkvm2,em,0.7860984691766653,-0.04137360364087712,1.6135705419942077,0.037
43,colbertv2,quota_dense3_hkvm2,all_recall@10,2.689284236657013,1.9031857674803476,3.5167563094745553,0.0
43,colbertv2,quota_dense4_hkvm1,f1,0.046013954785158746,-0.5350195017137508,0.6447849259185626,0.443
43,colbertv2,quota_dense4_hkvm1,em,0.12412081092263136,-0.49648324369052543,0.703351261894911,0.361
43,colbertv2,quota_dense4_hkvm1,all_recall@10,2.027306578402979,1.406702523789822,2.6479106330161355,0.0
43,colbertv2,rrf_dense_hkvm,f1,0.10718112891379918,-1.8159556228747507,1.9518378828048084,0.482
43,colbertv2,rrf_dense_hkvm,em,0.16549441456350847,-1.737691352916839,1.8204385601985933,0.459
43,colbertv2,rrf_dense_hkvm,all_recall@10,13.405047579644187,11.543235415804716,15.308233347124535,0.0
43,colbertv2,rrf_dense_hkvm_bm25,f1,0.10718112891379918,-1.6672070473702612,1.979219904759586,0.476
43,colbertv2,rrf_dense_hkvm_bm25,em,0.16549441456350847,-1.737691352916839,2.027306578402979,0.435
43,colbertv2,rrf_dense_hkvm_bm25,all_recall@10,13.405047579644187,11.543235415804716,15.308233347124535,0.0
