dataset,source,source_label,variant,row_type,metric,metric_label,mean,std,seeds,delta_vs_colbertv2,source_only_mean,source_only_delta_vs_colbertv2,delta_vs_whg_kv_controller,source_path_before_reorg,delta_vs_dense,source_only_delta_vs_dense
hotpotqa,static_hg,Static-HG only,phase1c_mlp_topk_4,source_only_baseline,f1,F1,73.33969964182063,0.0,3,-6.5043016477857805,,,,results/source_level_diagnostics/phase1d_source_level_ablation_hotpotqa10k_20260602/paper_export/phase1d_hotpot_colbert_source_level_ablation_table.csv,-6.5043016477857805,
hotpotqa,static_hg,ColBERTv2 + Static-HG,controller_dense_hkvm,dense_plus_source_controller,em,EM,79.95498537024534,0.3146519399919209,3,0.3196038712581668,73.01823092505064,-6.617150573936527,-5.671843349088448,results/source_level_diagnostics/phase1d_source_level_ablation_hotpotqa10k_20260602/paper_export/phase1d_hotpot_colbert_source_level_ablation_table.csv,0.3196038712581668,-6.617150573936527
hotpotqa,static_hg,Static-HG only,phase1c_mlp_topk_4,source_only_baseline,em,EM,73.01823092505064,0.0,3,-6.617150573936527,,,,results/source_level_diagnostics/phase1d_source_level_ablation_hotpotqa10k_20260602/paper_export/phase1d_hotpot_colbert_source_level_ablation_table.csv,-6.617150573936527,
hotpotqa,static_hg,ColBERTv2 + Static-HG,controller_dense_hkvm,dense_plus_source_controller,all_recall@10,AR@10,100.0,0.0,3,0.0,98.19041188386225,-1.8095881161377463,0.0,results/source_level_diagnostics/phase1d_source_level_ablation_hotpotqa10k_20260602/paper_export/phase1d_hotpot_colbert_source_level_ablation_table.csv,0.0,-1.8095881161377463
hotpotqa,static_hg,Static-HG only,phase1c_mlp_topk_4,source_only_baseline,all_recall@10,AR@10,98.19041188386225,0.0,3,-1.8095881161377463,,,,results/source_level_diagnostics/phase1d_source_level_ablation_hotpotqa10k_20260602/paper_export/phase1d_hotpot_colbert_source_level_ablation_table.csv,-1.8095881161377463,
hotpotqa,static_hg,ColBERTv2 + Static-HG,controller_dense_hkvm,dense_plus_source_controller,all_recall@5,AR@5,71.38419986495612,0.41359602514824073,3,3.187035786630659,60.17555705604322,-8.02160702228224,-8.395228449246005,results/source_level_diagnostics/phase1d_source_level_ablation_hotpotqa10k_20260602/paper_export/phase1d_hotpot_colbert_source_level_ablation_table.csv,3.187035786630659,-8.02160702228224
hotpotqa,static_hg,Static-HG only,phase1c_mlp_topk_4,source_only_baseline,all_recall@5,AR@5,60.17555705604322,0.0,3,-8.02160702228224,,,,results/source_level_diagnostics/phase1d_source_level_ablation_hotpotqa10k_20260602/paper_export/phase1d_hotpot_colbert_source_level_ablation_table.csv,-8.02160702228224,
hotpotqa,weighted_kg_ppr,ColBERTv2 + Weighted-KG-PPR,controller_dense_hkvm,dense_plus_source_controller,f1,F1,80.41293638449773,0.13367768604666527,3,0.5689350948913159,73.69539605923919,-6.148605230367224,-5.39701939450039,results/source_level_diagnostics/phase1d_source_level_ablation_hotpotqa10k_20260602/paper_export/phase1d_hotpot_colbert_source_level_ablation_table.csv,0.5689350948913159,-6.148605230367224
hotpotqa,weighted_kg_ppr,Weighted-KG-PPR only,phase1c_mlp_topk_4,source_only_baseline,f1,F1,73.69539605923919,0.0,3,-6.148605230367224,,,,results/source_level_diagnostics/phase1d_source_level_ablation_hotpotqa10k_20260602/paper_export/phase1d_hotpot_colbert_source_level_ablation_table.csv,-6.148605230367224,
hotpotqa,weighted_kg_ppr,ColBERTv2 + Weighted-KG-PPR,controller_dense_hkvm,dense_plus_source_controller,em,EM,80.20256583389602,0.12999801105733857,3,0.5671843349088448,73.36934503713707,-6.266036461850106,-5.42426288543777,results/source_level_diagnostics/phase1d_source_level_ablation_hotpotqa10k_20260602/paper_export/phase1d_hotpot_colbert_source_level_ablation_table.csv,0.5671843349088448,-6.266036461850106
hotpotqa,weighted_kg_ppr,Weighted-KG-PPR only,phase1c_mlp_topk_4,source_only_baseline,em,EM,73.36934503713707,0.0,3,-6.266036461850106,,,,results/source_level_diagnostics/phase1d_source_level_ablation_hotpotqa10k_20260602/paper_export/phase1d_hotpot_colbert_source_level_ablation_table.csv,-6.266036461850106,
hotpotqa,weighted_kg_ppr,ColBERTv2 + Weighted-KG-PPR,controller_dense_hkvm,dense_plus_source_controller,all_recall@10,AR@10,100.0,0.0,3,0.0,95.38149898717083,-4.618501012829171,0.0,results/source_level_diagnostics/phase1d_source_level_ablation_hotpotqa10k_20260602/paper_export/phase1d_hotpot_colbert_source_level_ablation_table.csv,0.0,-4.618501012829171
hotpotqa,weighted_kg_ppr,Weighted-KG-PPR only,phase1c_mlp_topk_4,source_only_baseline,all_recall@10,AR@10,95.38149898717083,0.0,3,-4.618501012829171,,,,results/source_level_diagnostics/phase1d_source_level_ablation_hotpotqa10k_20260602/paper_export/phase1d_hotpot_colbert_source_level_ablation_table.csv,-4.618501012829171,
hotpotqa,weighted_kg_ppr,ColBERTv2 + Weighted-KG-PPR,controller_dense_hkvm,dense_plus_source_controller,all_recall@5,AR@5,72.36551879360792,0.20696941584645867,3,4.168354715282462,61.350438892640106,-6.846725185685351,-7.413909520594203,results/source_level_diagnostics/phase1d_source_level_ablation_hotpotqa10k_20260602/paper_export/phase1d_hotpot_colbert_source_level_ablation_table.csv,4.168354715282462,-6.846725185685351
hotpotqa,weighted_kg_ppr,Weighted-KG-PPR only,phase1c_mlp_topk_4,source_only_baseline,all_recall@5,AR@5,61.350438892640106,0.0,3,-6.846725185685351,,,,results/source_level_diagnostics/phase1d_source_level_ablation_hotpotqa10k_20260602/paper_export/phase1d_hotpot_colbert_source_level_ablation_table.csv,-6.846725185685351,
hotpotqa,weighted_hg_kv,ColBERTv2 + WHG-KV,controller_dense_hkvm,dense_plus_source_controller,f1,F1,85.80995577899812,0.12129080936185492,3,5.965954489391706,82.92909204350202,3.0850907538956136,0.0,results/source_level_diagnostics/phase1d_source_level_ablation_hotpotqa10k_20260602/paper_export/phase1d_hotpot_colbert_source_level_ablation_table.csv,5.965954489391706,3.0850907538956136
hotpotqa,weighted_hg_kv,WHG-KV only,phase1c_mlp_topk_4,source_only_baseline,f1,F1,82.92909204350202,0.09222155096665813,3,3.0850907538956136,,,,results/source_level_diagnostics/phase1d_source_level_ablation_hotpotqa10k_20260602/paper_export/phase1d_hotpot_colbert_source_level_ablation_table.csv,3.0850907538956136,
hotpotqa,weighted_hg_kv,ColBERTv2 + WHG-KV,controller_dense_hkvm,dense_plus_source_controller,em,EM,85.62682871933379,0.1268422489633632,3,5.991447220346615,82.70537924825568,3.0699977492685093,0.0,results/source_level_diagnostics/phase1d_source_level_ablation_hotpotqa10k_20260602/paper_export/phase1d_hotpot_colbert_source_level_ablation_table.csv,5.991447220346615,3.0699977492685093
hotpotqa,weighted_hg_kv,WHG-KV only,phase1c_mlp_topk_4,source_only_baseline,em,EM,82.70537924825568,0.08912441986596388,3,3.0699977492685093,,,,results/source_level_diagnostics/phase1d_source_level_ablation_hotpotqa10k_20260602/paper_export/phase1d_hotpot_colbert_source_level_ablation_table.csv,3.0699977492685093,
hotpotqa,weighted_hg_kv,ColBERTv2 + WHG-KV,controller_dense_hkvm,dense_plus_source_controller,all_recall@10,AR@10,100.0,0.0,3,0.0,96.43934278640558,-3.5606572135944248,0.0,results/source_level_diagnostics/phase1d_source_level_ablation_hotpotqa10k_20260602/paper_export/phase1d_hotpot_colbert_source_level_ablation_table.csv,0.0,-3.5606572135944248
hotpotqa,weighted_hg_kv,WHG-KV only,phase1c_mlp_topk_4,source_only_baseline,all_recall@10,AR@10,96.43934278640558,0.02774888139981483,3,-3.5606572135944248,,,,results/source_level_diagnostics/phase1d_source_level_ablation_hotpotqa10k_20260602/paper_export/phase1d_hotpot_colbert_source_level_ablation_table.csv,-3.5606572135944248,
hotpotqa,weighted_hg_kv,ColBERTv2 + WHG-KV,controller_dense_hkvm,dense_plus_source_controller,all_recall@5,AR@5,79.77942831420212,0.3251041203739395,3,11.582264235876664,74.09858203916272,5.901417960837264,0.0,results/source_level_diagnostics/phase1d_source_level_ablation_hotpotqa10k_20260602/paper_export/phase1d_hotpot_colbert_source_level_ablation_table.csv,11.582264235876664,5.901417960837264
hotpotqa,weighted_hg_kv,WHG-KV only,phase1c_mlp_topk_4,source_only_baseline,all_recall@5,AR@5,74.09858203916272,0.0902540520178441,3,5.901417960837264,,,,results/source_level_diagnostics/phase1d_source_level_ablation_hotpotqa10k_20260602/paper_export/phase1d_hotpot_colbert_source_level_ablation_table.csv,5.901417960837264,
